THE_TE_UID,TERM,INDEX_TERM,SCOPE_NOTE,CLA_GR_UID,STATUS,IMAGE_EXISTS
92585,"MEAT MARKET",Y,"A place where meat is displayed for sale.",1,P,"-"
92586,"Medical Attendants House",N,"-",1,N,"-"
92587,"MEDICAL COLLEGE",Y,"An establishment where the theory and practice of medicine is taught.",1,P,"-"
92588,"Medical Superintendents House",N,"-",1,N,"-"
92590,"Memorial Chapel",N,"Use both terms.",1,N,"-"
92591,"Mental Deficiency Colony",N,"-",1,N,"-"
92593,"Merchants Trading Hall",N,"-",1,N,"-"
92594,"MESSUAGE",Y,"A dwelling-house with outbuildings and land assigned to its use.",1,P,"-"
92595,"METAL FRAMED BUILDING",Y,"A modern building in which the load is carried by a metal girder framework and infilled with a light curtain wall.",1,P,"-"
92596,"METAL INDUSTRY SITE",N,"Buildings, sites and structures associated with the metal industry.",1,P,"-"
92598,"Meteorological Research Station",N,"-",1,N,"-"
92599,"Methodist Central Hall",N,"-",1,N,"-"
92600,"Methodist College",N,"-",1,N,"-"
92601,"Methodist Hall",N,"-",1,N,"-"
92602,"METHODIST NEW CONNEXION CHAPEL",Y,"A place of worship for followers of the Methodist New Connexion, a movement founded in 1791 when Alexander Kilham led the first group to split from the Methodists.",1,P,"-"
92603,"Methodist School",N,"-",1,N,"-"
92604,"MID BREASTSHOT WHEEL",Y,"A waterwheel where the water enters at the same level as the axle.",1,P,"-"
92605,"MILEPOST",Y,"A post or pillar set up alongside a road to mark the miles from or to a place.",1,P,"-"
92606,"Military Academy",N,"-",1,N,"-"
92607,"MILITARY AIRFIELD",Y,"A landing and taking-off area for military aircraft. Often includes ancilliary structures and buildings for the maintenance and storage of aircraft, etc.",1,P,"-"
92608,"Military Airport",N,"-",1,N,"-"
92609,"Military Asylum",N,"-",1,N,"-"
92610,"MILITARY CEMETERY",Y,"A burial ground for military personnel.",1,P,"-"
92611,"MILITARY CHAPEL",Y,"A place of worship for military personnel.",1,P,"-"
92613,"Military Church",N,"-",1,N,"-"
92614,"MILITARY COASTAL DEFENCES",N,"Buildings, sites and structures associated with the defence of the coastline from foreign invasion.",1,P,"-"
92615,"Military Families Hospital",N,"-",1,N,"-"
92616,"MILITARY HEADQUARTERS",Y,"A building used as the command centre of a military operation.",1,P,"-"
92617,"MILITARY HOSPITAL",Y,"A hospital for the medical and surgical treatment of military personnel and/or their families.",1,P,"-"
92618,"Military Isolation Hospital",N,"-",1,N,"-"
92619,"Military Mental Hospital",N,"-",1,N,"-"
92620,"Military Music School",N,"-",1,N,"-"
92621,"MILITARY POLICE SECTION HOUSE",Y,"A building occupied by the corps responsible for police and disciplinary duties in the armed forces.",1,P,"-"
92622,"MILITARY ROAD",Y,"A road used primarily, but not exclusively, for the rapid transport of military vehicles, equipment and personnel.",1,P,"-"
92623,"MILK DEPOT",Y,"A building where milk is deposited and stored before it is despatched to the consumer.",1,P,"-"
92624,"Milk House",N,"-",1,N,"-"
92625,"Milk Processing Plant",N,"-",1,N,"-"
92626,"MILL LODGE",Y,"A northern term for water reservoirs at steam powered industrial sites that are part of the steam raising plant and are used for recirculating condenser cooling water. The lodge had to be large enough to supply the condenser with cool water for a day.",1,P,"-"
92627,"Mill Managers House",N,"-",1,N,"-"
92628,"Mill Masters House",N,"-",1,N,"-"
92629,"Mill Workers Cottage",N,"-",1,N,"-"
92630,"Mill Workers Village",N,"-",1,N,"-"
92631,"Millers Cottage",N,"-",1,N,"-"
92632,"Milliners Shop",N,"-",1,N,"-"
92633,"Mine Captains House",N,"-",1,N,"-"
92634,"MINE DRAINAGE AND VENTILATION SITE",N,"Buildings, sites and structures associated with the drainage and/or ventilation of mines.",1,P,"-"
92635,"Mine Drainage Tunnel",N,"-",1,N,"-"
92636,"MINE LIFTING AND WINDING STRUCTURE",N,"Buildings and structures associated with lifting and winding at the site of a mine.",1,P,"-"
92637,"Mine Managers House",N,"-",1,N,"-"
92638,"Mine Pumphouse",N,"Use both terms.",1,N,"-"
92639,"MINE PUMPING SHAFT",Y,"A shaft, separate to the main working shaft, used to pump water out of the mine workings.",1,P,"-"
92640,"MINE PUMPING WORKS",Y,"A pumping station for draining a mine or colliery.",1,P,"-"
92641,"MINERAL BATHS",Y,"Baths containing water impregnated with mineral substances in which patients bathe for medicinal purposes.",1,P,"-"
92642,"MINERAL DEPOT",Y,"A depot for the storage of various minerals.",1,P,"-"
92643,"MINERAL EXTRACTION SITE",N,"Sites where minerals are extracted from the ground.",1,P,"-"
92644,"Mineral Line",N,"-",1,N,"-"
92645,"MINERAL PIT",Y,"A pit in the ground from where minerals are dug.",1,P,"-"
92646,"MINERAL PRODUCT SITE",N,"Buildings and sites associated with the production of materials made from minerals.",1,P,"-"
92647,"MINERAL RAILWAY",Y,"A railway used for the conveyance of coal and other minerals.",1,P,"-"
92648,"MINERAL WATER FACTORY",Y,"A factory which produces artificial imitations of mineral water, such as soda water.",1,P,"-"
92649,"MINERAL WATER HOSPITAL",Y,"A specialist hospital where water treatment is given to patients suffering from muscular-skeletal complaints, etc.",1,P,"-"
92650,"Miners Baths",N,"-",1,N,"-"
92651,"Miners Bothy",N,"Hut or crude shelter for miners.",1,N,"-"
92652,"Miners Canteen",N,"-",1,N,"-"
92653,"MINERS CHANGING HOUSE",Y,"A building for miners to change their clothes.",1,P,"-"
92654,"Miners Cottage",N,"-",1,N,"-"
92655,"Miners Hall",N,"-",1,N,"-"
92656,"Miners Lamphouse",N,"-",1,N,"-"
92657,"MINERS READING ROOM",Y,"An area of a building providing reading materials for the benefit of colliery workers.",1,P,"-"
92658,"Miners Union Hall",N,"-",1,N,"-"
92659,"Miners Village",N,"-",1,N,"-"
92661,"MINIATURE GARDEN",Y,"A small-scale garden.",1,P,"-"
92662,"MINING EXCHANGE",Y,"A type of stock exchange for tin which replaced the stannary courts in the mid 19th century.",1,P,"-"
92663,"MINING INDUSTRY SITE",N,"Buildings and structures associated with the mining industry.",1,P,"-"
92664,"Mining Village",N,"-",1,N,"-"
92665,"Ministers Cottage",N,"-",1,N,"-"
92666,"Minories",N,"-",1,N,"-"
92667,"Misericorde",N,"An apartment in a monastery where monks were able to eat and drink.",1,N,"-"
92668,"MISSILE BASE",Y,"A site for the storage, preparation and launching of missiles.",1,P,"-"
92669,"Missionary College",N,"-",1,N,"-"
92671,"MIXED BORDER",Y,"A bed or border in which different species and colours are mixed.",1,P,"-"
92672,"MIXED CEMETERY",Y,"A cemetery containing more than one burial type eg cremations and inhumations.",1,P,"-"
92674,"Moated House",N,"Use both terms.",1,N,"-"
92675,"Moated Manor House",N,"Use both terms.",1,N,"-"
92676,"Model Cottage",N,"-",1,N,"-"
92677,"MODEL FACTORY",Y,"A factory built as a pattern for improved design.",1,P,"-"
92678,"Model Flats",N,"-",1,N,"-"
92679,"Model Lodging House",N,"-",1,N,"-"
92680,"MODEL SETTLEMENT",Y,"A planned village or settlement, usually developed by a philanthropic industrialist , to house workers. Most include facilities for the education and betterment of the workers and their families.",1,P,"-"
92681,"Model Village",N,"-",1,N,"-"
92682,"Monastery Barn",N,"Use both terms.",1,N,"-"
92683,"Monastery Bridge",N,"Use both terms.",1,N,"-"
92684,"Monastery Gateway",N,"Use both terms.",1,N,"-"
92685,"Monastery Kitchen",N,"Use both terms.",1,N,"-"
92686,"Monastic Cathedral",N,"Use both terms. Use specific type of monastery where known.",1,N,"-"
92688,"Montessori School",N,"-",1,N,"-"
92689,"MOORISH GARDEN",Y,"A garden incorporating features of Moorish-influenced Spanish gardens - water features, patios, benches, walls and compartments, evergreens, etc.",1,P,"-"
92690,"MOORISH PAVILION",Y,"An often light and airy garden building in the Moorish style used for recreational purposes.",1,P,"-"
92691,"MORAVIAN CHAPEL",Y,"A place of worship for Protestant followers of Hussite doctrines which accept the Bible as the only source of faith.",1,P,"-"
92692,"Moravian Church",N,"-",1,N,"-"
92693,"Moravian School",N,"-",1,N,"-"
92694,"MORT SAFE",Y,"An iron frame placed over a coffin or at the entrance to a grave to act as a deterrent against resurrectionists.",1,P,"-"
92695,"MOSS HOUSE",Y,"A rustic garden building made of wood with moss pressed between the wall slats. The mosses could be of different types, forming a mossery.",1,P,"-"
92696,"MOTEL",Y,"A long, low-rise building consisting of rows of attached individual suites of rooms used for overnight accommodation by motorists.",1,P,"-"
92697,"MOTOR CYCLE FACTORY",Y,"A building where motor cycles are assembled.",1,P,"-"
92698,"Motor Repair Shop",N,"-",1,N,"-"
92699,"MOTOR VEHICLE ENGINEERING SITE",N,"Buildings and sites associated with the manufacture of motor vehicles.",1,P,"-"
92700,"MOTOR VEHICLE SHOWROOM",Y,"A building or room where motor vehicles are exhibited for sale.",1,P,"-"
92701,"MOULD STORE",Y,"A building or room used for the storage of pottery moulds.",1,P,"-"
92702,"MOULDING HOUSE",Y,"A building or structure in which bricks are made.",1,P,"-"
92703,"MOULDMAKERS SHOP",Y,"A workshop used for the production of pottery moulds.",1,P,"-"
92706,"MOVING CRANE",Y,"A crane which is driven by a petrol or diesel engine and travels on either crawler tracks or rubber tyres.",1,P,"-"
92707,"MOVING QUAY CRANE",Y,"A crane mounted on wheels and/or rails, used for the unloading of ships' cargoes.",1,P,"-"
92708,"MUFFLE KILN",Y,"A kiln in which the contents are protected from the fire, usually by a lining of tiles or refractory bricks.",1,P,"-"
92709,"MUG HOUSE",Y,"An 18th century cottage with a pottery kiln attached.",1,P,"-"
92710,"MULTI STOREY CAR PARK",Y,"A car park, on two or more levels.",1,P,"-"
92711,"MULTIPLE DWELLING",N,"Buildings designed for the accommodation of large numbers of people, rather than single families, etc.",1,P,"-"
92712,"MUNGO MILL",Y,"A mill for the manufacture of low grade cloth made from ground-up heavy woollen rags.",1,P,"-"
92713,"Municipal Baths",N,"-",1,N,"-"
92714,"Municipal Office",N,"-",1,N,"-"
92715,"MUNIMENT HOUSE",Y,"A building where documents such as title-deeds, charters, etc, were kept as evidence of rights or privileges.",1,P,"-"
92716,"MUNITION HOUSE",Y,"A building for the storage of ammunition and other military stores.",1,P,"-"
92717,"Music Academy",N,"-",1,N,"-"
92719,"Music College",N,"-",1,N,"-"
92720,"Music Conservatoire",N,"-",1,N,"-"
92721,"Music House",N,"-",1,N,"-"
92722,"MUSIC SCHOOL",Y,"A building or school where music is taught.",1,P,"-"
92723,"MUSICAL INSTRUMENT FACTORY",Y,"A factory where musical instruments are manufactured.",1,P,"-"
92724,"MUSTARD MILL",Y,"A mill where mustard is produced.",1,P,"-"
92725,"NAIL SHOP",Y,"A small work shop for nail manufacture, most commonly situated at the back of a nailer's dwelling.",1,P,"-"
92726,"NAILERS ROW",Y,"A terrace or row of dwellings, with a NAIL SHOP attached to each house.",1,P,"-"
92727,"National Debt Redemption Office",N,"-",1,N,"-"
92728,"NATIONAL SCHOOL",Y,"A school established by the National Society which was founded in 1811 to promote the education of the poor.",1,P,"-"
92729,"National Society School",N,"-",1,N,"-"
92730,"Naval Academy",N,"-",1,N,"-"
92731,"Naval Architecture School",N,"-",1,N,"-"
92732,"Naval Armament Depot",N,"-",1,N,"-"
92733,"Naval Arsenal",N,"-",1,N,"-"
92734,"Naval Asylum",N,"-",1,N,"-"
92735,"Naval Barracks",N,"-",1,N,"-"
92737,"Naval Club",N,"-",1,N,"-"
92738,"Naval Hospital",N,"Use appropriate term.",1,N,"-"
92739,"NAVAL OFFICERS HOUSE",Y,"The residence of a Royal Navy or Merchant Navy officer.",1,P,"-"
92740,"NAVAL OFFICERS MESS",Y,"A building providing accommodation, dining and recreational facilities for commissioned naval officers.",1,P,"-"
92741,"NAVAL STOREHOUSE",Y,"A building for the storage of all stores supplied for naval service other than victualling and armament.",1,P,"-"
92742,"NAVIGATION AID",N,"Buildings, sites and structures used by mariners for purposes of navigation.",1,P,"-"
92743,"Navigation Light",N,"-",1,N,"-"
92744,"Navigation School",N,"-",1,N,"-"
92745,"Necessary House",N,"-",1,N,"-"
92746,"Neighbourhood Centre",N,"-",1,N,"-"
92747,"NEPHROLOGY HOSPITAL",Y,"A specialist hospital for the medical and surgical treatment of kidney disorders and diseases.",1,P,"-"
92748,"Nervous Diseases Hospital",N,"-",1,N,"-"
92749,"NETBALL COURT",Y,"A prepared area used for the game of netball.",1,P,"-"
92750,"NEUROLOGY HOSPITAL",Y,"A hospital for the treatment of diseases of the nerves and nervous system.",1,P,"-"
92751,"Newsagents Shop",N,"-",1,N,"-"
92752,"NIGHTCLUB",Y,"An establishment open at night for refreshment and entertainment.",1,P,"-"
92753,"NITRATE WORKS",Y,"A building or site producing nitrogen-rich fertilizer.",1,P,"-"
92754,"NITROGLYCERINE WORKS",Y,"A works or factory where nitroglycerine is manufactured.",1,P,"-"
92759,"Nonconformist Academy",N,"-",1,N,"-"
92760,"NONCONFORMIST CHURCH",Y,"A place of worship for members of Protestant sects dissenting from the established Church.",1,P,"-"
92761,"Nonconformist Hall",N,"-",1,N,"-"
92762,"NONCONFORMIST MEETING HOUSE",Y,"A building used for services by a nonconformist protestant sect, especially by Quakers and Presbyterians.",1,P,"-"
92763,"Nonconformist Proprietary School",N,"-",1,N,"-"
92764,"Nonconformist School",N,"-",1,N,"-"
92765,"NORTH LIGHT FACTORY",Y,"A type of factory building, often single-storey, designed so that windows incorporated into the vertical faces of its saw-tooth roof can allow the maximum amount of natural light into its interior.",1,P,"-"
92766,"NUCLEAR BUNKER",Y,"A reinforced concrete structure, often sited underground, used as a shelter from the threat of nuclear attack.",1,P,"-"
92767,"NUCLEAR POWER STATION",Y,"A complex of buildings producing power derived from nuclear energy.",1,P,"-"
92768,"Nuns Church",N,"Use both terms.",1,N,"-"
92769,"NURSERY SCHOOL",Y,"A school for pre-Infant school children, usually 3-5 years old.",1,P,"-"
92770,"Nurses Cottage",N,"-",1,N,"-"
92771,"Nurses Home",N,"-",1,N,"-"
92772,"NURSES TRAINING SCHOOL",Y,"An establishment for the theoretical and practical training of nurses.",1,P,"-"
92773,"Nursing College",N,"-",1,N,"-"
92774,"NYMPHAEUM",Y,"A grotto or shrine dedicated to the nymphs, composed of fountains designed to imitate a natural grotto.",1,P,"-"
92775,"Oast",N,"-",1,N,"-"
92776,"OCCUPATIONAL THERAPY UNIT",Y,"A centre where treatment and rehabilitation training is given to patients recovering from injuries or accidents.",1,P,"-"
92777,"OCEAN LINER TERMINAL",Y,"An area of a port, dock or harbour, often including buildings for passport control and customs, where passengers of ocean liners can embark/disembark and where supplies can be taken on board.",1,P,"-"
92778,"Oceanographic Research Station",N,"-",1,N,"-"
92779,"OCTAGONAL KILN",Y,"A kiln that is octagonal in plan. Use with functional kiln type where known.",1,P,"-"
92780,"OCTAGONAL TEMPLE",Y,"A garden building, octagonal in plan, designed in the style of a classical temple, used for standing or sitting in.",1,P,"-"
92781,"Oddfellows House",N,"-",1,N,"-"
92782,"OIL DISTILLERY",Y,"A site used for the separation of oil into its constituent parts by heating in an enclosed vessel(s).",1,P,"-"
92783,"OIL ENGINE",Y,"An internal combustion engine powered by the combustion of vapourized oil.",1,P,"-"
92784,"OIL FIRED POWER STATION",Y,"An electricity-producing power station fired by oil.",1,P,"-"
92785,"OIL PUMP",Y,"A piece of machinery used to raise oil from a well.",1,P,"-"
92787,"OIL RETORT HOUSE",Y,"A structure erected for the processing of shale, to extract oil through heating.",1,P,"-"
92788,"OIL RIG",Y,"A supporting structure for drilling machinery used in the extraction of or prospecting for mineral oils.",1,P,"-"
92789,"OIL SILO",Y,"An underground structure for the storage of mineral oil.",1,P,"-"
92790,"Old Aged Pensioners Club",N,"-",1,N,"-"
92791,"Old Peoples Asylum",N,"A historic term for a charitable institution caring for destitute, older people.",1,N,"-"
92792,"Omnibus Depot",N,"-",1,N,"-"
92793,"Omnibus Station",N,"-",1,N,"-"
92794,"ONION DRYING SHED",Y,"A building where onions are laid out to dry.",1,P,"-"
92795,"OPEN AIR SCHOOL",Y,"An early to mid 20th century school designed to effect maximum ventilation and sunlight for its pupils.",1,P,"-"
