CLA_GR_UID,DESCRIPTION,NAME,CLASS_TYPE,STATUS,OPS_SET
1,"Terminology relating to the built and buried heritage of the British Isles and used for recording sites, monuments, buildings and structures","FISH Thesaurus of Monument Types",T,O,61
