TH_T_U_UID_1,TH_T_U_UID_2
132763,135507
183888,135508
135303,135510
134243,135510
134347,135510
134364,135510
134395,135510
134403,135510
135295,135511
134970,135513
132034,135513
202958,135513
132625,135516
133017,135516
133159,135518
132370,135518
132842,135519
131777,135522
133366,135523
135295,135523
135544,135524
190266,135525
190267,135525
131587,135526
135300,135532
184564,135533
182247,135536
182248,135536
186478,135539
186479,135539
204828,135539
135300,135540
135295,135540
135524,135544
133778,135544
133970,135545
135547,135545
134477,135545
132700,135545
145683,135545
133300,135547
133379,135547
131743,135547
134477,135547
135162,135547
135545,135547
135724,135547
135723,135547
134402,135547
134430,135547
134469,135547
133971,135549
133762,135549
133763,135549
135550,135549
135564,135549
135549,135550
133971,135550
135286,135557
132418,135557
132076,135557
190361,135557
135418,135563
135564,135563
135549,135564
135563,135564
134585,135564
133977,135564
133905,135564
133890,135564
132010,135564
131989,135564
133903,135568
135606,135568
132339,135571
136015,135574
132340,135577
132676,135577
134637,135578
132713,135579
132342,135579
131931,135580
131805,135580
131899,135582
131923,135582
131976,135591
135681,135591
133948,135592
133921,135592
133927,135592
144523,135592
132703,135595
132325,135602
131559,135604
135976,135604
135568,135606
135324,135607
135132,135607
135132,135608
134530,135608
132173,135608
133423,135608
133171,135608
133172,135608
133175,135608
191942,135608
135101,135610
133530,135612
131865,135625
134631,135625
134670,135625
131989,135627
131986,135627
132173,135628
133200,135628
132579,135628
135132,135628
135124,135635
132248,135638
132151,135642
132676,135642
132756,135644
135476,135644
133414,135646
133231,135648
134107,135662
134107,135663
133927,135663
133921,135663
133948,135663
144523,135663
134107,135664
134107,135673
135591,135681
134680,135691
132450,135691
134600,135695
135278,135695
132704,135708
133414,135719
135162,135723
135547,135723
135547,135724
135162,135724
136660,135726
135414,135745
135294,135748
131644,135748
150603,135760
132813,135767
185080,135797
182369,135802
178414,135802
135827,135808
134139,135809
131687,135809
131554,135818
202857,135826
135808,135827
145003,135829
190419,135834
190419,135835
134220,135836
131880,135842
135997,135843
134251,135856
135986,135858
132382,135869
131986,135875
183919,135878
133646,135880
133137,135889
136839,135891
136838,135891
135311,135891
134117,135899
210632,135899
183919,135902
154043,135902
131630,135902
131632,135902
131607,135902
165193,135905
165194,135905
191853,135910
134207,135910
133496,135918
133429,135918
132772,135921
132888,135933
131804,135935
133833,135941
135121,135943
135122,135943
133146,135949
133524,135951
204733,135968
133381,135970
134692,135970
134325,135972
134371,135976
134177,135976
135604,135976
145778,135976
134477,135980
133865,135981
133904,135984
135858,135986
133907,135996
133954,135996
133967,135996
133941,135996
135843,135997
209607,136003
209908,136003
133048,136005
132500,136005
135574,136015
135067,136021
135229,136021
133352,136021
185292,136021
132040,136560
134221,136560
134221,136561
132040,136561
171763,136562
135041,136563
135041,136564
133544,136565
134086,136569
134086,136570
133523,136580
133368,136587
133388,136587
132307,136587
135067,136588
183680,136588
135336,136607
133375,136608
133352,136608
132990,136608
185109,136614
131838,136622
136689,136624
187022,136626
135726,136660
139314,136663
139314,136665
139314,136666
132716,136673
136624,136689
145903,136692
145904,136692
134601,136700
133038,136709
131544,136709
131544,136710
133038,136710
133038,136711
131544,136711
136831,136715
135359,136715
204262,136715
204263,136715
132305,136721
133599,136729
131653,136774
132377,136806
132377,136807
136853,136813
136854,136813
133372,136819
209668,136822
209668,136823
209668,136826
192928,136826
133393,136826
133311,136826
136715,136831
186581,136836
204209,136838
204100,136838
135891,136838
135891,136839
133375,136839
204100,136839
204209,136839
206847,136842
133300,136846
205452,136847
205452,136848
145003,136850
136813,136853
136813,136854
209607,136855
133955,136861
133361,137082
209607,139303
185257,139305
202850,139312
202862,139312
202863,139312
202864,139312
202865,139312
202848,139312
141150,139312
145703,139314
136663,139314
136665,139314
136666,139314
134783,139317
141141,139317
141142,139317
213426,140615
133697,140633
132301,140635
132300,140656
132286,140656
132336,140656
182081,141125
134556,141127
134557,141127
133352,141132
144443,141132
134107,141137
139317,141141
153903,141141
153903,141142
139317,141142
153903,141143
134205,141144
133956,141149
133942,141149
133998,141149
135354,141149
135356,141149
139312,141150
134692,141150
133373,141150
132450,141152
134680,141152
134655,141152
154023,141152
154023,141153
134655,141153
134197,141154
132695,141161
204809,141381
131671,141382
131834,141382
134729,141386
134061,141397
135316,141404
145024,143259
135315,143303
133279,143303
133274,143303
150603,143469
143593,143504
172163,143504
134970,143545
135169,143593
143504,143593
205444,143597
205442,143597
205443,143597
133319,143597
186495,143600
172245,143605
184556,143703
132058,143703
131567,143703
133735,143703
134210,143703
134211,143703
134277,143703
185020,143943
133986,144023
134453,144104
135344,144104
135343,144104
206795,144104
133075,144163
144503,144424
141132,144443
206752,144443
133352,144443
186492,144465
144424,144503
133584,144503
135340,144503
135663,144523
135592,144523
133921,144523
133927,144523
133948,144523
133827,144585
133812,144585
135170,144747
131931,144747
131810,144747
134477,144748
133008,144883
132963,144883
132842,144883
132903,144965
135829,145003
136850,145003
182072,145003
143259,145024
202731,145043
202731,145065
205754,145072
205694,145423
132551,145485
186484,145507
132423,145508
132097,145508
133021,145508
135218,145508
132854,145515
132718,145515
132197,145515
132289,145515
202774,145515
132413,145519
132563,145519
132562,145519
132506,145519
183859,145522
132326,145525
133481,145525
135419,145525
132606,145529
132599,145529
132605,145529
132852,145543
186346,145544
173183,145555
132276,145558
187022,145578
132676,145683
135545,145683
134402,145683
139314,145703
182126,145743
135976,145778
181228,145792
181227,145792
136692,145903
135208,145903
133022,145903
133022,145904
135208,145904
136692,145904
133808,145943
150603,146923
146923,150603
143469,150603
135760,150603
135106,150603
133318,150603
132279,153364
132079,153364
132298,153663
132516,153843
186488,153843
141142,153903
141143,153903
141141,153903
134623,153903
134622,153903
134209,153903
132468,154023
141153,154023
141152,154023
131632,154043
131591,154043
135902,154043
135305,154063
135295,154063
133326,154063
133366,154063
131986,154123
132269,162964
132229,162964
133585,162983
133612,162983
133331,163043
133332,163043
131577,163043
131576,163043
131576,163063
133331,163063
135341,163183
135347,163183
134391,165183
165185,165183
165184,165183
165183,165184
134391,165184
134298,165184
134227,165184
135276,165184
132060,165184
132060,165185
135276,165185
134227,165185
134298,165185
134391,165185
165183,165185
135347,165188
135341,165188
134316,165189
135376,165190
135415,165191
132676,165191
135905,165193
133676,165193
165194,165193
165193,165194
135905,165194
134997,166386
133254,166386
133075,171063
136562,171763
135169,172163
133038,172163
132870,172163
131544,172163
143504,172163
143605,172245
132226,172245
133017,172245
132625,172245
134441,172265
132601,172685
132515,172685
132529,172685
132529,172688
132515,172688
132601,172688
145555,173183
133906,173203
134740,173203
132289,176414
132289,176415
132289,176416
205773,177414
132718,177422
210616,177443
181227,177654
181228,177654
202755,177657
202754,177657
202752,177657
202753,177657
185109,178129
133075,178413
133628,178414
133491,178414
135802,178414
182369,178414
132277,180591
132492,181227
177654,181227
145792,181227
145792,181228
177654,181228
132492,181228
132156,181229
132156,181230
135418,182035
183921,182047
132834,182057
145003,182072
132415,182077
141125,182081
135158,182082
132392,182094
133812,182099
192325,182099
209913,182102
134473,182102
135206,182102
132768,182102
182119,182118
182118,182119
145743,182126
133300,182126
134430,182134
132827,182194
132279,182197
132280,182197
132169,182206
133843,182237
135536,182247
135536,182248
134095,182284
190324,182301
182331,182322
186368,182328
182322,182331
133394,182333
135802,182369
178414,182369
190426,182375
184548,182458
184548,182459
134254,182742
182798,182744
209607,182780
182744,182798
186551,183097
202717,183426
183846,183678
136588,183680
133034,183680
131890,183680
133657,183846
183678,183846
133657,183847
132294,183859
132855,183859
132882,183859
145522,183859
183907,183869
186492,183881
135508,183888
135305,183888
134723,183890
134735,183890
134724,183890
196596,183893
133863,183894
133825,183894
131592,183904
183869,183907
183917,183916
133828,183916
133796,183916
133796,183917
133828,183917
183916,183917
135902,183919
135878,183919
131632,183919
131607,183919
134633,183920
182047,183921
182458,184548
182459,184548
143703,184556
135240,184556
133386,184558
133361,184558
134729,184561
135533,184564
134012,184565
131784,184565
134004,184669
143943,185020
135797,185080
135495,185101
134299,185101
131672,185101
136614,185109
135097,185109
178129,185109
185236,185214
135331,185214
185214,185236
139305,185257
136021,185292
134203,185292
133347,185297
133608,185304
202795,185330
202796,185330
132994,186336
132995,186336
133054,186346
132578,186346
145544,186346
133982,186351
182328,186368
134463,186476
134463,186477
135539,186478
135539,186479
132783,186480
132752,186480
132280,186484
145507,186484
134457,186487
153843,186488
144465,186492
183881,186492
135337,186493
133611,186493
133423,186495
132173,186495
134530,186495
143600,186495
183097,186551
132531,186552
133051,186552
133278,186581
136836,186581
136626,187022
145578,187022
207073,190251
207073,190252
134284,190253
135525,190266
135525,190267
182301,190324
134622,190331
134609,190331
134209,190331
134264,190331
135557,190361
132781,190363
131987,190374
131988,190374
131989,190374
134386,190374
135294,190384
135294,190386
131644,190386
133573,190417
132834,190419
135834,190419
135835,190419
182375,190426
133263,191239
133986,191281
133839,191281
134026,191328
134029,191328
134028,191328
134028,191329
134029,191329
134026,191329
135341,191442
135347,191442
134200,191852
135310,191853
135910,191853
132551,191861
132446,191861
133773,191877
133777,191878
202774,191883
135419,191884
132326,191884
133481,191884
135608,191942
132382,191957
132545,191957
204811,192001
134082,192045
202754,192187
202755,192187
202753,192187
202752,192187
133414,192324
133778,192325
182099,192325
133553,192346
134468,192398
136826,192928
134720,192928
133339,192928
204808,192928
204807,192928
132060,193683
134227,193683
134035,196585
202791,196587
133809,196594
183893,196596
131680,196600
133363,196600
134326,197183
133865,197341
132352,197424
134079,197608
133391,202717
133114,202717
183426,202717
145043,202731
145065,202731
133343,202731
133331,202731
131576,202731
135055,202731
132545,202749
132549,202749
132487,202749
132383,202749
132801,202749
132801,202750
132383,202750
132487,202750
132549,202750
132545,202750
132545,202751
132549,202751
132487,202751
132383,202751
132801,202751
133052,202752
132961,202752
133183,202752
177657,202752
192187,202752
192187,202753
177657,202753
133183,202753
132961,202753
133052,202753
133052,202754
132961,202754
133183,202754
177657,202754
192187,202754
192187,202755
177657,202755
133183,202755
132961,202755
133052,202755
132287,202774
145515,202774
191883,202774
132700,202790
134402,202790
196587,202791
185330,202795
185330,202796
134692,202848
139312,202848
133373,202848
133373,202850
139312,202850
134692,202850
134692,202852
133373,202852
133373,202853
134692,202853
134692,202854
133373,202854
134692,202855
134692,202856
133373,202856
133373,202857
135826,202857
134692,202858
133373,202858
133373,202859
134692,202859
134692,202860
133373,202860
133373,202862
134692,202862
139312,202862
139312,202863
134692,202863
133373,202863
133373,202864
134692,202864
139312,202864
139312,202865
134692,202865
133373,202865
133373,202866
134692,202866
134692,202868
133373,202868
133373,202869
134692,202869
134692,202872
134490,202872
133373,202872
133373,202873
134692,202873
132198,202893
134169,202896
134170,202896
134167,202896
135101,202956
131799,202956
131799,202957
131799,202958
135513,202958
204810,204082
135311,204100
136838,204100
136839,204100
205351,204137
205351,204138
209607,204147
209607,204202
133347,204207
136839,204209
136838,204209
135311,204209
136715,204262
136715,204263
209607,204273
135968,204733
206849,204800
192928,204807
133393,204807
133393,204808
192928,204808
141381,204809
204082,204810
192001,204811
132208,204811
132497,204811
135539,204828
209607,204836
134203,205335
134200,205337
204137,205351
204138,205351
135101,205441
131553,205442
133320,205442
143597,205442
143597,205443
133320,205443
131553,205443
131553,205444
133320,205444
143597,205444
136847,205452
136848,205452
134139,205461
135132,205572
132556,205694
145423,205694
145072,205754
131791,205754
131942,205754
133590,205754
134074,205754
135338,205755
132050,205755
132640,205773
135452,205773
177414,205773
135303,205841
135106,205841
135056,205841
131789,205841
131836,205841
131612,206601
144443,206752
133756,206782
144104,206795
135344,206796
135345,206796
132305,206846
136842,206847
204800,206849
135066,207072
133324,207072
190251,207073
190252,207073
209608,207073
210972,207100
204836,209607
204273,209607
204147,209607
204202,209607
182780,209607
133351,209607
133386,209607
136855,209607
139303,209607
136003,209607
207073,209608
209625,209624
133375,209624
209624,209625
133406,209668
133339,209668
133301,209668
136826,209668
136822,209668
136823,209668
134720,209668
136003,209908
133351,209908
133386,209908
182102,209913
134272,209914
132666,210616
132660,210616
132910,210616
132873,210616
177443,210616
134159,210632
135899,210632
135091,210972
207100,210972
213372,210975
133608,210975
133609,210975
133423,213372
210975,213372
140615,213426
133989,213426
133732,213429
135086,213429
134227,213498
134227,213499
134227,213500
135241,213501
135241,213510
133732,213539
133683,213539
133683,213541
133732,213541
132352,213560
131989,213560
