TH_T_U_UID_1,TH_T_U_UID_2
133614,133561
133660,133562
135348,133562
134998,133563
135122,133563
135121,133563
133129,133563
131732,133563
131802,133566
135348,133566
133568,133567
133567,133568
133582,133568
135329,133568
133493,133572
131732,133573
133663,133573
190417,133573
134177,133574
135285,133574
131750,133574
131607,133574
133613,133575
133645,133575
135346,133575
135097,133576
133640,133577
135300,133580
135121,133581
135122,133581
133558,133581
133568,133582
133586,133582
131840,133582
131980,133582
135101,133582
133190,133583
133181,133583
135340,133584
144503,133584
162983,133585
135340,133585
135336,133585
133612,133585
133611,133585
133644,133585
133582,133586
133433,133588
131607,133590
205754,133590
136729,133599
133312,133602
133639,133608
210975,133608
185304,133608
210975,133609
186493,133611
133585,133611
135336,133611
135340,133611
135336,133612
133585,133612
162983,133612
133644,133613
133575,133613
135340,133613
133561,133614
135331,133616
133423,133618
131607,133619
131732,133619
135177,133622
135198,133623
134536,133623
134591,133623
134719,133623
178414,133628
133640,133636
134670,133638
133608,133639
133636,133640
133558,133640
133577,133640
133229,133640
133227,133641
133167,133641
132228,133641
134536,133642
134724,133642
134735,133642
135122,133642
135121,133642
133663,133643
135346,133644
133613,133644
133585,133644
133575,133645
135880,133646
135348,133647
131607,133647
131802,133649
134217,133649
135341,133652
135347,133652
134591,133656
135338,133657
135339,133657
133659,133657
132050,133657
183846,133657
183847,133657
133657,133659
135348,133660
131898,133660
131877,133660
131607,133660
133562,133660
133294,133661
135339,133662
133573,133663
133643,133663
131732,133663
133907,133668
133954,133668
133941,133668
133924,133668
134540,133669
133477,133669
133888,133672
133683,133672
133697,133673
133683,133674
133414,133674
133907,133675
133954,133675
133967,133675
133835,133676
165193,133676
133732,133678
132032,133678
133680,133679
133679,133680
133887,133680
133886,133680
135304,133680
133825,133681
133737,133681
133732,133682
133907,133682
133967,133682
133954,133682
133924,133682
133941,133682
133992,133683
133973,133683
133976,133683
133978,133683
134000,133683
133892,133683
133835,133683
133864,133683
133672,133683
133674,133683
133516,133683
213539,133683
213541,133683
133685,133684
134717,133684
133684,133685
133695,133685
133692,133686
133837,133686
133738,133690
133739,133690
133997,133690
133686,133692
133685,133695
133750,133695
134717,133696
140633,133697
133718,133697
133673,133697
133697,133718
135120,133720
133542,133720
133441,133732
132032,133732
131763,133732
131574,133732
133682,133732
133678,133732
133750,133732
133864,133732
133903,133732
133907,133732
133978,133732
133941,133732
133924,133732
133954,133732
133967,133732
213541,133732
213539,133732
213429,133732
133940,133734
133911,133734
134757,133734
133516,133734
135240,133735
143703,133735
133825,133737
133681,133737
133690,133738
133690,133739
133753,133739
133997,133739
134998,133740
131607,133740
131687,133740
133825,133744
133863,133744
133855,133744
133875,133744
131732,133747
133964,133749
133941,133750
133732,133750
133695,133750
133739,133753
133867,133755
133135,133756
206782,133756
133236,133757
132037,133757
133902,133758
131760,133759
133136,133759
133867,133762
135549,133762
135549,133763
135353,133765
135357,133768
133826,133768
133873,133773
191877,133773
133778,133775
191878,133777
192325,133778
133775,133778
135544,133778
133794,133785
133833,133787
133785,133794
133855,133796
133828,133796
133808,133796
183916,133796
183917,133796
133828,133797
133830,133797
133862,133797
133878,133797
131893,133797
133832,133799
135300,133806
133855,133807
133835,133807
133796,133808
145943,133808
196594,133809
133841,133809
135300,133809
134744,133810
135296,133812
144585,133812
182099,133812
183894,133825
133737,133825
133744,133825
133681,133825
133143,133825
133768,133826
135096,133827
144585,133827
183917,133828
183916,133828
133796,133828
133797,133828
133862,133828
133863,133828
133878,133828
135304,133829
133797,133830
133799,133832
133787,133833
135941,133833
135068,133833
133683,133835
133676,133835
133807,133835
133868,133835
133861,133835
133879,133835
133865,133835
133883,133835
133892,133835
133885,133835
133101,133835
133856,133836
133686,133837
191281,133839
135086,133840
133809,133841
182237,133843
133807,133855
133877,133855
133796,133855
133744,133855
133836,133856
133868,133861
133835,133861
133865,133861
133883,133861
133828,133862
133797,133862
133744,133863
133828,133863
183894,133863
133732,133864
133683,133864
135294,133864
135981,133865
133835,133865
133868,133865
133861,133865
133870,133865
133866,133865
197341,133865
133865,133866
133883,133866
133762,133867
133755,133867
133883,133868
133890,133868
133865,133868
133898,133868
133861,133868
133835,133868
133865,133870
132051,133871
133773,133873
133744,133875
134530,133875
135304,133876
134744,133877
133855,133877
133828,133878
133797,133878
133835,133879
134744,133879
135086,133879
133835,133883
133861,133883
133868,133883
133866,133883
133835,133885
133899,133886
133680,133886
133991,133886
133982,133886
133982,133887
133991,133887
133680,133887
133899,133887
133672,133888
131855,133888
131831,133888
131604,133888
133868,133890
135072,133890
135564,133890
135303,133892
133835,133892
133683,133892
131919,133894
133868,133898
133887,133899
133886,133899
135300,133899
135300,133902
133758,133902
133732,133903
133907,133903
133967,133903
135568,133903
135984,133904
135564,133905
133984,133905
135154,133906
173203,133906
135154,133907
135106,133907
134738,133907
135996,133907
135350,133907
133903,133907
133732,133907
133682,133907
133675,133907
133668,133907
131530,133907
133449,133907
133963,133908
134139,133908
133963,133909
133965,133909
133966,133910
134085,133911
133734,133911
134139,133911
133968,133912
133946,133915
133950,133916
133962,133916
135237,133916
133952,133917
133957,133918
133936,133918
133943,133918
135355,133918
133938,133919
133946,133919
133958,133919
133959,133920
133947,133920
133939,133920
133927,133921
133948,133921
135592,133921
135663,133921
144523,133921
135237,133922
133950,133922
133962,133922
134085,133923
134139,133923
133732,133924
133668,133924
133682,133924
135154,133924
135106,133924
134738,133924
135350,133924
135663,133927
135592,133927
133948,133927
133921,133927
144523,133927
133960,133930
133961,133931
134107,133935
135128,133935
131551,133935
135355,133936
133957,133936
133918,133936
133943,133936
133940,133937
133945,133937
133946,133938
133958,133938
133919,133938
133920,133939
133959,133939
133947,133939
133945,133940
133937,133940
133734,133940
133732,133941
133750,133941
133682,133941
133668,133941
134085,133941
134139,133941
135350,133941
135996,133941
135154,133941
135106,133941
134738,133941
134530,133941
134538,133941
131530,133941
135356,133942
135354,133942
133998,133942
133944,133942
133956,133942
141149,133942
133957,133943
133936,133943
133918,133943
135355,133943
133942,133944
133940,133945
133937,133945
133938,133946
133915,133946
133919,133946
133958,133946
133959,133947
133920,133947
133939,133947
133927,133948
133921,133948
135592,133948
135663,133948
144523,133948
135237,133950
133916,133950
133922,133950
133962,133950
133917,133952
134085,133954
133668,133954
133675,133954
133682,133954
133732,133954
134139,133954
135154,133954
134738,133954
135996,133954
135350,133954
133449,133954
136861,133955
135356,133956
135354,133956
133998,133956
133942,133956
141149,133956
133943,133957
133936,133957
133918,133957
135355,133957
133919,133958
133938,133958
133946,133958
133947,133959
133939,133959
133920,133959
133930,133960
133931,133961
133922,133962
133916,133962
133950,133962
135237,133962
133964,133963
133965,133963
133909,133963
133908,133963
133749,133964
133963,133964
134085,133964
134139,133964
134530,133964
131687,133964
133963,133965
133909,133965
133910,133966
133903,133967
133732,133967
133682,133967
133675,133967
135154,133967
135106,133967
135350,133967
135996,133967
131530,133967
133912,133968
135300,133969
135545,133970
135549,133971
135550,133971
133683,133973
133683,133976
133988,133976
133981,133977
135564,133977
133683,133978
133732,133978
133981,133980
133985,133981
133980,133981
133977,133981
133886,133982
133887,133982
186351,133982
135304,133983
133905,133984
133981,133985
191281,133986
144023,133986
131556,133987
131815,133988
131817,133988
133976,133988
213426,133989
133887,133991
133886,133991
133683,133992
133690,133997
133739,133997
131574,133997
133942,133998
133956,133998
135356,133998
135354,133998
141149,133998
133683,134000
132193,134004
132195,134004
132265,134004
133253,134004
132854,134004
184669,134004
134107,134007
134107,134008
134107,134009
134107,134010
134107,134011
131930,134012
184565,134012
132043,134013
133555,134014
135101,134014
134026,134016
134027,134016
134028,134016
134029,134016
132727,134017
132854,134020
134036,134021
134037,134021
134115,134021
134136,134021
134191,134021
134188,134023
134179,134023
134111,134023
134024,134023
134023,134024
134166,134024
134027,134026
134016,134026
134028,134026
191328,134026
191329,134026
134028,134027
134029,134027
134016,134027
134026,134027
134026,134028
134027,134028
134016,134028
191329,134028
191328,134028
191328,134029
191329,134029
134016,134029
134027,134029
134159,134030
134969,134031
135275,134031
132924,134031
131607,134031
131748,134031
132231,134031
132229,134031
132238,134031
132228,134031
132234,134032
196585,134035
134136,134036
134131,134036
134092,134036
134191,134036
134021,134036
134055,134036
134055,134037
134021,134037
134191,134037
134092,134037
134136,134037
131665,134037
135097,134046
134085,134050
135294,134051
134036,134055
134037,134055
134136,134055
134115,134055
134191,134055
134093,134059
134164,134059
135295,134059
133366,134059
141397,134061
134980,134065
134111,134065
134461,134065
133241,134067
131853,134067
132254,134067
132248,134067
131757,134068
134086,134068
132188,134069
134091,134070
134095,134070
134185,134071
135298,134071
131607,134074
205754,134074
197608,134079
131607,134079
131687,134079
134098,134082
134099,134082
134101,134082
134465,134082
192045,134082
134087,134085
134088,134085
134166,134085
134173,134085
134050,134085
133954,134085
133964,134085
133941,134085
133923,134085
133911,134085
135100,134085
131757,134085
131771,134085
131737,134085
131535,134085
131771,134086
136569,134086
136570,134086
134068,134086
134085,134087
134085,134088
134070,134091
134164,134091
134092,134091
134091,134092
134115,134092
134153,134092
134136,134092
134172,134092
134191,134092
134037,134092
134036,134092
134059,134093
134135,134093
134070,134095
135096,134095
135095,134095
182284,134095
134082,134098
134465,134098
134082,134099
134082,134101
134111,134106
134007,134107
134008,134107
134009,134107
134010,134107
134011,134107
133935,134107
135663,134107
135662,134107
135664,134107
135673,134107
141137,134107
134111,134109
134111,134110
134955,134110
134106,134111
134109,134111
134110,134111
134179,134111
134023,134111
134065,134111
132247,134111
132243,134111
132259,134111
135101,134112
134115,134114
134114,134115
134092,134115
134055,134115
134021,134115
134159,134117
135899,134117
134151,134118
134121,134118
132235,134118
132239,134118
134118,134121
131732,134124
131607,134124
131943,134124
131644,134125
134165,134126
134163,134126
134185,134126
134191,134131
134036,134131
134093,134135
134092,134136
134191,134136
134036,134136
134037,134136
134055,134136
134021,134136
133941,134139
133923,134139
133964,134139
133954,134139
133911,134139
133908,134139
135809,134139
131687,134139
205461,134139
131687,134140
131757,134141
135101,134144
132727,134145
134118,134151
134092,134153
134172,134153
135295,134157
134117,134159
134030,134159
210632,134159
135295,134162
135097,134162
133029,134162
134126,134163
134165,134163
134091,134164
134059,134164
133366,134164
134126,134165
134163,134165
134185,134165
134085,134166
134024,134166
131735,134166
131737,134167
134168,134167
134173,134167
134170,134167
134169,134167
202896,134167
134169,134168
134170,134168
134167,134168
134167,134169
134170,134169
134173,134169
134168,134169
134194,134169
135293,134169
131737,134169
202896,134169
202896,134170
131737,134170
135101,134170
134168,134170
134173,134170
134167,134170
134169,134170
134153,134172
134092,134172
135101,134172
131665,134172
131735,134173
134169,134173
134167,134173
134170,134173
134085,134173
131757,134176
131750,134177
131692,134177
131591,134177
133574,134177
133508,134177
134258,134177
134311,134177
135037,134177
135285,134177
135976,134177
134111,134179
134023,134179
135304,134181
135300,134182
135151,134183
134340,134183
133268,134183
132266,134183
132278,134183
134126,134185
134165,134185
134071,134185
132727,134187
132669,134187
132669,134188
134023,134188
132353,134190
134021,134191
134055,134191
134036,134191
134037,134191
134136,134191
134131,134191
134092,134191
134169,134194
135097,134197
135295,134197
133029,134197
141154,134197
191852,134200
205337,134200
134276,134200
134254,134202
205335,134203
185292,134203
141144,134205
132989,134206
135310,134207
135910,134207
135507,134209
153903,134209
190331,134209
143703,134210
135240,134210
134252,134210
134230,134211
134367,134211
134472,134211
134407,134211
135240,134211
135268,134211
135277,134211
131567,134211
143703,134211
134213,134212
134212,134213
132758,134213
133649,134217
132036,134220
132019,134220
134253,134220
134246,134220
134378,134220
134326,134220
134312,134220
134313,134220
135506,134220
135372,134220
135836,134220
136561,134221
136560,134221
134409,134225
131858,134226
131776,134227
131672,134227
131682,134227
134407,134227
134465,134227
134302,134227
134295,134227
134299,134227
134329,134227
134359,134227
135344,134227
135266,134227
135243,134227
134628,134227
165185,134227
165184,134227
193683,134227
213498,134227
213499,134227
213500,134227
134367,134230
134211,134230
132058,134230
131776,134231
131682,134231
135132,134231
132802,134234
131682,134235
131672,134235
131567,134235
131776,134235
135106,134235
134285,134235
134299,134236
134295,134236
131672,134236
135243,134240
131571,134241
134243,134242
134242,134243
135274,134243
135510,134243
134674,134244
134319,134244
134321,134246
134220,134246
131607,134247
134249,134248
134248,134249
134408,134250
135101,134250
135856,134251
134294,134251
133176,134251
131938,134252
134369,134252
134210,134252
134631,134252
134596,134252
134750,134252
134220,134253
134202,134254
182742,134254
134177,134258
134371,134258
134398,134258
134951,134258
135033,134258
131591,134258
133234,134259
135033,134259
134951,134259
134293,134259
134603,134260
134637,134260
134674,134260
132705,134262
190331,134264
134690,134265
135106,134265
135278,134265
135101,134269
135372,134271
134313,134271
134312,134271
133107,134272
132300,134272
132173,134272
209914,134272
134372,134274
134465,134274
134200,134276
135240,134277
143703,134277
134406,134280
134391,134281
135374,134281
131866,134281
134465,134282
134373,134282
134321,134284
134968,134284
190253,134284
135112,134285
134235,134285
134289,134286
134287,134286
134288,134286
134286,134287
134957,134287
135101,134288
134286,134288
134286,134289
135132,134290
131776,134292
135033,134293
134951,134293
134259,134293
134251,134294
131612,134294
133168,134294
131672,134295
132060,134295
134236,134295
134227,134295
134299,134295
135270,134295
135101,134296
134957,134296
165184,134298
165185,134298
185101,134299
135270,134299
134295,134299
134227,134299
134236,134299
131672,134299
135278,134301
134637,134301
134666,134301
134603,134301
135282,134301
134227,134302
132060,134302
131612,134307
131612,134308
135303,134308
134350,134310
134177,134311
131591,134311
131750,134311
134220,134312
134271,134312
134359,134312
134330,134312
134379,134312
134379,134313
134330,134313
134359,134313
134271,134313
134220,134313
135415,134316
132674,134316
165189,134316
131982,134319
135282,134319
134244,134319
134246,134321
134327,134321
134284,134321
134968,134321
133208,134321
135376,134323
135972,134325
134220,134326
197183,134326
134321,134327
134227,134329
132060,134329
134312,134330
134313,134330
135372,134330
134957,134340
134183,134340
134350,134343
134347,134346
132703,134346
134346,134347
135510,134347
135280,134348
135180,134350
135190,134350
134343,134350
134310,134350
131938,134352
134359,134358
134358,134359
134313,134359
134312,134359
134465,134359
134227,134359
135372,134359
132033,134362
132703,134363
134364,134363
134363,134364
135510,134364
134211,134367
134230,134367
134252,134369
134761,134369
134690,134369
135285,134371
135976,134371
134258,134371
134398,134371
133508,134371
131750,134371
131692,134371
131591,134371
131607,134371
132229,134371
132441,134371
134274,134372
134282,134373
131788,134374
134406,134376
133414,134377
134220,134378
134390,134379
134312,134379
134313,134379
132004,134379
132005,134379
134390,134384
134389,134384
134412,134384
134389,134385
134390,134386
131986,134386
190374,134386
134390,134387
134389,134387
134389,134388
134390,134388
135303,134388
134390,134389
134387,134389
134388,134389
134385,134389
134384,134389
131573,134389
131573,134390
134384,134390
134386,134390
134379,134390
134388,134390
134387,134390
134389,134390
135252,134390
134281,134391
132060,134391
165183,134391
165185,134391
165184,134391
135101,134393
135510,134395
135101,134396
134953,134396
134371,134398
134258,134398
132703,134400
134403,134402
134475,134402
135377,134402
135547,134402
145683,134402
202790,134402
135510,134403
134402,134403
134376,134406
134280,134406
135258,134406
134211,134407
134227,134407
132058,134407
134250,134408
135101,134408
134225,134409
133168,134409
135107,134410
135303,134410
131567,134411
131573,134412
133159,134412
134384,134412
132789,134414
131607,134418
131670,134418
135300,134419
134469,134420
134471,134421
134463,134421
134423,134421
134465,134422
134430,134422
134421,134423
132061,134423
132061,134424
134458,134424
134474,134424
134472,134424
134480,134424
134469,134425
134463,134426
134595,134428
134465,134429
134434,134430
134422,134430
135547,134430
132802,134430
182134,134430
133366,134431
134434,134431
132676,134432
132825,134433
134430,134434
134431,134434
134472,134440
172265,134441
131938,134442
132061,134445
134477,134446
134455,134449
134465,134450
132821,134450
132822,134450
135344,134453
135345,134453
144104,134453
134449,134455
132799,134455
132813,134455
132579,134455
132549,134455
134477,134457
186487,134457
134480,134458
134424,134458
132756,134458
132756,134460
132784,134460
132996,134460
134474,134460
134065,134461
132587,134461
132588,134461
132259,134461
132519,134463
134472,134463
134426,134463
134421,134463
186476,134463
186477,134463
134422,134465
134429,134465
134450,134465
134359,134465
134282,134465
134274,134465
134227,134465
134082,134465
134098,134465
132487,134465
132812,134465
132803,134465
135319,134468
192398,134468
135547,134469
134420,134469
134425,134469
134536,134470
134421,134471
134424,134472
134440,134472
134474,134472
134475,134472
134473,134472
134463,134472
134211,134472
134480,134472
135318,134472
135317,134472
132756,134472
131772,134472
134472,134473
182102,134473
134472,134474
134460,134474
134424,134474
133414,134474
134402,134475
134472,134475
132579,134476
132726,134477
134457,134477
134446,134477
135547,134477
135545,134477
135980,134477
134593,134477
144748,134477
135318,134480
134458,134480
134472,134480
134424,134480
132726,134480
132779,134480
133075,134485
133477,134486
134535,134486
134540,134486
134541,134489
134543,134489
202872,134490
134535,134492
134535,134494
133495,134497
134499,134498
134498,134499
134568,134501
135142,134512
133180,134513
133495,134524
134717,134524
134539,134530
134575,134530
135018,134530
135022,134530
135608,134530
133964,134530
133941,134530
133875,134530
133477,134530
186495,134530
134571,134535
134492,134535
134494,134535
134587,134536
134591,134536
134593,134536
134470,134536
133623,134536
133642,134536
133423,134538
133075,134538
133941,134538
134540,134539
134530,134539
134486,134540
134539,134540
133669,134540
134489,134541
134489,134543
133490,134549
141127,134556
141127,134557
133075,134566
134501,134568
134573,134568
135013,134568
134535,134571
134568,134573
134530,134575
131670,134578
131607,134578
131751,134579
135160,134579
133490,134580
135564,134585
135121,134587
135122,134587
134536,134587
134735,134587
134724,134587
133423,134588
133231,134589
133623,134591
134724,134591
134735,134591
134536,134591
133656,134591
133260,134592
134536,134593
134477,134593
134735,134593
134724,134593
134428,134595
134252,134596
134622,134596
134631,134596
134670,134599
134691,134600
135695,134600
132441,134600
136700,134601
134681,134602
134637,134603
134666,134603
134260,134603
134301,134603
134955,134604
133418,134607
190331,134609
190331,134622
153903,134622
134596,134622
153903,134623
134713,134627
134703,134627
134227,134628
132060,134628
134252,134631
134596,134631
135625,134631
183920,134633
135578,134637
134603,134637
134666,134637
134260,134637
134301,134637
134654,134638
132733,134638
134638,134654
132468,134655
141153,134655
141152,134655
132705,134659
134637,134666
134603,134666
134301,134666
134599,134670
135625,134670
133638,134670
134260,134674
134244,134674
134690,134676
132472,134676
132468,134680
132467,134680
132451,134680
135691,134680
141152,134680
134602,134681
132481,134682
132469,134684
132433,134689
134694,134689
134711,134689
134750,134689
135507,134689
134676,134690
135101,134690
134265,134690
134369,134690
132441,134690
134600,134691
135045,134692
135970,134692
133391,134692
133396,134692
133408,134692
133384,134692
133380,134692
133373,134692
133348,134692
133347,134692
133307,134692
141150,134692
202872,134692
202873,134692
202869,134692
202868,134692
202866,134692
202865,134692
202864,134692
202863,134692
202862,134692
202860,134692
202859,134692
202858,134692
202856,134692
202854,134692
202855,134692
202853,134692
202852,134692
202850,134692
202848,134692
133084,134693
134758,134693
134759,134693
134689,134694
132471,134694
135148,134696
135179,134698
134762,134698
134746,134699
134627,134703
135132,134706
134953,134707
135132,134708
135132,134709
135132,134711
134689,134711
132471,134711
132173,134711
133200,134711
135132,134712
135132,134713
134627,134713
133315,134716
134524,134717
133684,134717
133696,134717
134734,134719
133623,134719
131670,134719
133393,134720
133311,134720
192928,134720
209668,134720
183890,134723
183890,134724
133642,134724
134587,134724
134593,134724
134591,134724
131982,134727
141386,134729
132340,134731
134719,134734
135198,134734
134591,134735
134593,134735
134587,134735
133642,134735
183890,134735
133314,134736
135109,134736
133907,134738
133941,134738
133924,134738
133954,134738
173203,134740
133877,134744
133879,134744
133810,134744
134699,134746
133408,134746
132471,134750
132472,134750
134689,134750
134252,134750
133734,134757
134693,134758
134693,134759
134369,134761
134698,134762
133418,134762
139317,134783
132322,134941
133201,134944
133207,134949
133227,134950
133167,134950
132228,134950
133234,134951
135034,134951
135025,134951
135254,134951
134293,134951
134258,134951
134259,134951
135025,134952
135033,134952
135375,134952
134707,134953
134396,134953
133098,134953
132243,134953
132253,134954
132265,134954
134110,134955
134604,134955
134287,134957
134296,134957
134340,134957
133017,134960
132651,134960
132625,134960
133228,134963
133227,134963
135027,134963
134321,134968
134284,134968
133208,134968
134031,134969
135275,134969
135169,134970
135513,134970
131754,134970
143545,134970
131592,134971
131550,134971
135026,134971
134984,134971
135010,134971
132173,134974
131544,134975
133038,134975
133059,134976
135485,134977
131566,134978
132173,134978
132238,134978
132551,134978
132579,134980
134065,134980
131559,134982
132864,134983
132870,134983
132904,134983
132903,134983
134971,134984
131548,134993
131590,134993
131774,134994
131752,134997
166386,134997
131763,134998
131800,134998
131607,134998
131761,134998
131687,134998
133563,134998
133740,134998
134971,135010
133444,135010
133489,135010
133017,135010
132625,135010
132676,135010
131566,135010
132557,135010
132340,135010
132173,135010
133477,135012
134568,135013
133495,135017
134530,135018
134530,135022
133549,135024
133227,135025
134952,135025
134951,135025
135034,135025
135033,135025
135032,135025
135249,135025
134971,135026
131564,135026
134963,135027
135025,135032
132228,135032
133243,135032
133249,135032
133234,135033
135025,135033
134952,135033
134293,135033
134259,135033
134258,135033
134951,135034
135025,135034
135375,135034
131538,135035
133472,135036
131692,135037
134177,135037
136563,135041
136564,135041
135160,135041
131779,135041
131780,135041
133408,135045
133380,135045
133307,135045
134692,135045
135357,135047
133317,135047
133365,135050
202731,135055
205841,135056
133387,135056
133419,135056
135303,135056
135106,135056
207072,135066
136588,135067
136021,135067
131890,135067
133833,135068
133890,135072
135091,135075
135087,135080
135089,135085
133879,135086
133840,135086
213429,135086
135080,135087
135085,135089
135075,135091
210972,135091
134095,135095
134095,135096
133827,135096
134046,135097
134162,135097
134197,135097
133576,135097
185109,135097
132591,135100
131735,135100
134085,135100
135293,135100
135610,135101
134690,135101
134014,135101
134250,135101
134144,135101
134172,135101
134170,135101
134112,135101
134288,135101
134269,135101
134296,135101
134396,135101
134393,135101
134408,135101
131593,135101
132066,135101
131814,135101
131847,135101
132094,135101
132472,135101
132444,135101
132851,135101
132891,135101
132887,135101
132874,135101
132917,135101
133582,135101
133268,135101
202956,135101
205441,135101
205841,135106
150603,135106
133318,135106
133359,135106
132441,135106
131836,135106
134265,135106
134235,135106
133967,135106
133924,135106
133941,135106
133907,135106
135107,135106
135056,135106
135303,135106
135106,135107
134410,135107
133419,135107
133492,135109
134736,135109
133280,135110
133289,135110
134285,135112
135122,135117
135121,135117
133101,135118
133720,135120
135117,135121
134587,135121
135943,135121
133642,135121
133581,135121
133563,135121
131800,135121
131800,135122
133563,135122
133581,135122
133642,135122
135943,135122
134587,135122
135117,135122
135635,135124
133935,135128
134290,135132
134231,135132
135607,135132
135628,135132
135608,135132
135193,135132
135194,135132
134708,135132
134709,135132
134706,135132
134711,135132
134712,135132
134713,135132
133448,135132
133287,135132
133275,135132
133217,135132
133160,135132
133159,135132
133158,135132
133141,135132
133142,135132
133205,135132
133200,135132
133168,135132
133081,135132
133078,135132
133070,135132
133066,135132
205572,135132
134512,135142
134696,135148
132457,135148
134183,135151
135197,135153
133418,135153
133423,135154
133941,135154
133924,135154
133967,135154
133954,135154
133907,135154
133906,135154
135300,135156
182082,135158
135041,135160
134579,135160
132173,135160
131782,135160
131751,135160
131664,135160
131645,135160
131646,135160
131743,135162
135294,135162
135723,135162
135724,135162
135547,135162
133271,135163
132666,135163
135294,135166
134970,135169
131609,135169
131794,135169
172163,135169
143593,135169
144747,135170
131995,135170
135247,135172
131831,135174
133622,135177
133418,135178
133296,135178
133418,135179
134698,135179
134350,135180
135197,135182
133280,135184
133465,135188
133514,135188
133500,135188
133523,135188
134350,135190
135132,135193
135132,135194
133414,135196
133414,135197
133099,135197
135153,135197
135182,135197
134734,135198
133623,135198
131670,135198
133553,135200
131927,135201
131912,135201
131968,135201
182102,135206
145904,135208
145903,135208
133307,135214
132522,135216
132090,135218
145508,135218
132523,135224
136021,135229
131928,135231
132040,135231
133101,135232
133137,135232
133137,135233
131898,135234
131687,135234
133950,135237
133962,135237
133922,135237
133916,135237
135307,135239
133735,135240
134277,135240
134211,135240
134210,135240
131567,135240
132058,135240
184556,135240
213501,135241
213510,135241
135280,135241
134227,135243
134240,135243
135172,135247
135025,135249
135376,135249
134390,135252
134951,135254
134406,135258
131572,135265
134227,135266
134211,135268
135277,135268
132058,135268
131672,135270
134295,135270
134299,135270
134243,135274
134031,135275
134969,135275
131607,135275
132247,135275
133162,135275
165184,135276
165185,135276
135268,135277
134211,135277
134265,135278
134301,135278
135695,135278
131682,135278
131776,135278
135241,135280
134348,135280
134319,135282
134301,135282
135289,135283
131727,135283
131750,135285
131607,135285
133574,135285
134371,135285
134177,135285
135557,135286
131563,135286
131727,135289
135283,135289
135100,135293
134169,135293
131554,135293
132273,135294
134051,135294
133864,135294
135166,135294
135162,135294
135748,135294
190384,135294
190386,135294
154063,135295
135540,135295
135511,135295
135523,135295
134059,135295
134162,135295
134157,135295
134197,135295
131791,135295
131961,135295
133366,135295
133345,135295
133812,135296
131986,135297
134071,135298
131799,135299
131723,135300
132151,135300
132156,135300
132526,135300
132387,135300
133580,135300
132915,135300
132853,135300
132856,135300
132855,135300
132824,135300
133969,135300
133806,135300
133809,135300
133899,135300
133902,135300
134182,135300
134419,135300
135532,135300
135540,135300
135156,135300
133344,135301
133318,135303
133419,135303
131788,135303
131789,135303
131836,135303
135106,135303
135056,135303
135510,135303
134410,135303
134388,135303
134308,135303
133892,135303
205841,135303
133876,135304
133829,135304
133680,135304
133983,135304
134181,135304
131971,135304
131725,135304
131625,135304
133398,135304
133349,135304
133345,135305
133342,135305
154063,135305
183888,135305
135239,135307
134207,135310
191853,135310
204209,135311
204100,135311
135891,135311
133281,135315
143303,135315
141404,135316
134472,135317
134472,135318
134480,135318
132756,135318
132061,135318
134468,135319
135607,135324
131644,135328
133568,135329
135336,135330
133616,135331
185214,135331
133612,135336
133611,135336
133585,135336
135330,135336
136607,135336
186493,135337
205755,135338
133657,135338
133657,135339
133662,135339
133585,135340
133584,135340
133611,135340
133613,135340
144503,135340
163183,135341
165188,135341
191442,135341
133652,135341
132040,135342
135345,135343
135344,135343
144104,135343
144104,135344
206796,135344
135345,135344
135343,135344
134453,135344
134227,135344
132060,135344
134453,135345
135343,135345
135344,135345
206796,135345
133644,135346
133575,135346
133652,135347
165188,135347
163183,135347
191442,135347
133647,135348
133562,135348
133566,135348
133229,135348
132045,135348
131845,135348
131859,135348
131877,135348
133660,135348
133907,135350
133967,135350
133954,135350
133924,135350
133941,135350
133765,135353
133942,135354
133956,135354
133998,135354
135356,135354
141149,135354
133957,135355
133943,135355
133936,135355
133918,135355
133942,135356
133956,135356
133998,135356
135354,135356
141149,135356
135047,135357
133768,135357
131578,135357
136715,135359
134330,135372
134359,135372
134271,135372
134220,135372
134281,135374
135034,135375
134952,135375
135249,135376
134323,135376
165190,135376
132280,135385
132979,135393
132433,135395
132486,135395
132487,135395
135471,135396
132336,135406
132674,135407
132412,135410
132415,135410
132363,135410
132364,135414
132365,135414
132361,135414
132370,135414
132371,135414
132374,135414
132376,135414
132359,135414
135745,135414
134316,135415
132168,135415
132966,135415
165191,135415
182035,135418
132094,135418
132516,135418
135563,135418
132324,135419
132323,135419
132313,135419
145525,135419
191884,135419
132546,135423
132547,135423
132358,135427
132486,135429
132415,135429
132711,135431
132764,135435
132625,135443
132486,135449
205773,135452
132883,135463
132917,135468
133073,135470
133057,135470
133056,135470
133002,135470
132557,135470
132382,135470
132446,135471
132479,135471
132480,135471
135396,135471
132961,135472
132227,135473
132173,135473
132226,135473
132076,135476
132109,135476
132563,135476
132412,135476
132410,135476
132398,135476
132401,135476
132738,135476
132756,135476
132752,135476
135644,135476
133007,135479
132382,135480
132103,135480
132093,135481
131677,135485
134977,135485
132749,135486
214804,135487
132800,135488
132813,135489
133038,135491
132864,135491
131677,135491
131544,135491
185101,135495
134220,135506
134209,135507
134689,135507
132471,135507
132749,135507
132774,135507
132776,135507
