THE_TE_UID_1,THE_TE_UID_2
92438,91579
71074,91581
71077,91583
91587,91585
93013,91585
133673,91598
93354,91600
91448,91656
92189,91656
68552,91656
70628,91656
70629,91656
71470,91656
71438,91656
71407,91656
71360,91656
91304,91656
91255,91656
171199,91656
91671,91672
90974,91680
91687,91686
71570,91696
92366,91702
92539,91770
91167,91783
93552,91788
93554,91788
162988,91788
93472,91792
91067,91792
70794,91817
91431,91827
71075,91833
93059,91836
92237,91849
91874,91867
91437,91881
94126,91881
91018,91883
91886,91885
92808,91891
92809,91892
93473,91905
100201,91905
91113,91914
91920,91919
163240,91919
71570,91935
91943,91942
92187,91944
93690,91944
93210,91947
140130,91953
91965,91964
84229,91971
91975,91973
91977,91982
92035,92007
92117,92007
91899,92009
92839,92009
92840,92009
92633,92009
162964,92010
92021,92023
92024,92023
92022,92023
92420,92023
92044,92043
93678,92049
91308,92081
92084,92086
92085,92086
162981,92100
86505,92102
86506,92102
86507,92102
86508,92102
91850,92112
91851,92112
93733,92112
92133,92130
92131,92130
92147,92145
92308,92145
92045,92153
91491,92157
140103,92158
92161,92160
92172,92175
141449,92180
167089,92180
143496,92203
92376,92204
91761,92215
93341,92215
92586,92215
92588,92215
92770,92215
90117,92215
92894,92228
93556,92230
93535,92230
93537,92230
92231,92230
91188,92233
162875,92263
93802,92267
70969,92267
92119,92267
92121,92267
91559,92267
163022,92268
92277,92276
93991,92279
93437,92282
92572,92282
91864,92289
163014,92289
163014,92291
159330,92291
92591,92291
92414,92296
92036,92310
93481,92310
92317,92313
69351,92319
94003,92319
92330,92332
92331,92332
92333,92334
92329,92334
93239,92354
93353,92358
93645,92358
92305,92358
92379,92358
91928,92358
91462,92358
68718,92358
71134,92358
99536,92358
84701,92359
93033,92362
92471,92363
93199,92372
93208,92423
93205,92423
92431,92430
92824,92433
92656,92437
92435,92437
78883,92437
91848,92447
93146,92447
93147,92447
91546,92448
163239,92448
162954,92453
93959,92453
93939,92453
91669,92453
71035,92453
93187,92463
93345,92465
92205,92467
93366,92472
91143,92472
87767,92486
92510,92511
129033,92516
93204,92553
92450,92553
91224,92553
92526,92581
92580,92581
92518,92583
91968,92585
91166,92585
91313,92585
93807,92585
92773,92587
99545,92602
162987,92602
92608,92607
91019,92610
92613,92611
92094,92611
92095,92611
92165,92611
71764,92616
91081,92617
91074,92617
92615,92617
92618,92617
93120,92617
159328,92617
159329,92617
97184,92640
91569,92640
71789,92640
92644,92647
87761,92648
92681,92680
91026,92690
92692,92691
99541,92691
93702,92700
91358,92700
90985,92722
92717,92722
92719,92722
92720,92722
92620,92722
94090,92739
92173,92741
92454,92741
91212,92741
92748,92750
91812,92760
91604,92762
92761,92762
92599,92762
92601,92762
87734,92762
70105,92762
70106,92762
93795,92762
146358,92762
91097,92767
92688,92769
92946,92769
93233,92772
71680,92772
91716,92783
93324,92804
92807,92806
93983,92818
91469,92819
91456,92823
92017,92827
92829,92827
100202,92833
92841,92842
162573,92843
78878,92849
159221,92856
92306,92861
92871,92872
92000,92884
91830,92913
69246,92924
91499,92929
92935,92934
90993,92970
164174,92994
99546,92997
70112,93014
92906,93020
92985,93020
93468,93020
93469,93020
91433,93020
91564,93020
92226,93020
92227,93020
92340,93030
92365,93030
93031,93030
92868,93030
92734,93030
92619,93030
92609,93030
68711,93030
70531,93030
70532,93030
70533,93030
70534,93030
91091,93030
71730,93030
94166,93066
103132,93066
103133,93066
103134,93066
91843,93072
93408,93077
70231,93079
93160,93081
93086,93089
167067,93090
93407,93103
71570,93104
78239,93121
93134,93133
91624,93141
167067,93153
91393,93162
84112,93166
71026,93194
71426,93211
93212,93211
93217,93211
87777,93220
99563,93224
110573,93260
93202,93260
93203,93260
92552,93260
91755,93260
92738,93261
93288,93264
92241,93266
92179,93266
103152,93266
100230,93266
167089,93266
91876,93269
171205,93271
93137,93281
70427,93281
162813,93285
163866,93286
93715,93286
91072,93286
91293,93286
71669,93286
92737,93286
91406,93286
167865,93298
167866,93299
167856,93299
100225,93335
91857,93337
91858,93337
93336,93337
92186,93338
93369,93370
90991,93370
90992,93370
68809,93370
71727,93397
92278,93397
100537,93399
119433,93399
93412,93413
93401,93414
169966,93438
92493,93441
91084,93456
71704,93463
91762,93470
91710,93470
93718,93470
93719,93470
94394,93470
99564,93475
99565,93475
74788,93475
93497,93498
71792,93510
92976,93514
93520,93516
71570,93525
93513,93527
91554,93527
91555,93527
91556,93527
91557,93527
94172,93527
92418,93529
91962,93533
162993,93534
94063,93542
91021,93542
93892,93544
91388,93569
87399,93574
70132,93582
93584,93582
91519,93588
92129,93588
92395,93588
92382,93588
84597,93588
83249,93588
93591,93590
91098,93595
92239,93598
147254,93598
147253,93598
147251,93598
147252,93598
93597,93599
92655,93608
92658,93608
91544,93608
71312,93612
93615,93619
110053,93619
110054,93619
93620,93621
93629,93628
91103,93642
93649,93673
93676,93677
99661,93683
93688,93684
93274,93684
91615,93684
93593,93693
93655,93696
93656,93696
91274,93696
93697,93696
93728,93696
93711,93708
93717,93716
93461,93734
91591,93746
71711,93746
93747,93746
93757,93758
162957,93758
93778,93764
93999,93764
93092,93764
93766,93767
167067,93774
93783,93784
94061,93787
94062,93787
94177,93787
171198,93800
93937,93811
171203,93818
92274,93818
70911,93818
107473,93823
93195,93830
99589,93831
99590,93831
92940,93838
95898,93841
93861,93859
93808,93868
93501,93868
91192,93868
93971,93881
93972,93881
99592,93881
70521,93887
93933,93932
93941,93940
93944,93943
93946,93945
93955,93954
93982,93981
140091,93988
94012,94001
91768,94009
94021,94020
94048,94047
103072,94047
94056,94055
171354,94083
171355,94083
94094,94093
93853,94093
92342,94093
92523,94093
97272,94122
97273,94122
94368,94150
94369,94150
164179,94173
167063,94175
162716,94190
94191,94190
94192,94190
94193,94190
94194,94190
94195,94190
94196,94190
94197,94190
94198,94190
94199,94190
94200,94190
122495,94190
122496,94190
122497,94190
122498,94190
122501,94190
122504,94205
93387,94205
122505,94206
122517,94206
94207,94206
94208,94206
94210,94209
94211,94209
122513,94209
122506,94209
122507,94209
122508,94209
122509,94209
94348,94213
121373,94214
91502,94214
69390,94214
70695,94214
70869,94214
70870,94214
167322,94357
167067,94358
160385,94361
94820,94363
94821,94363
94377,94366
94376,94367
94375,94371
94373,94372
94374,94372
162759,94397
162985,94404
162756,94405
162757,94405
162758,94405
143011,94418
97127,97260
97266,97265
97267,97265
167309,97271
97275,97274
78151,97276
70792,97280
69003,97280
95052,97280
92738,97461
122519,97483
146349,99538
160354,99538
93793,99542
93794,99542
99548,99547
99549,99547
162987,99559
143383,99577
99583,99582
93643,99596
99553,99657
93290,99658
99556,99659
99554,99660
92029,99660
94120,99670
100205,99672
99591,100006
100203,100022
100199,100198
100200,100198
99649,100207
162963,100212
82890,100213
160361,100217
167867,100221
93167,100223
92192,100224
100227,100226
151468,100233
100508,100507
103773,100540
103774,100540
93069,100541
83352,100541
92874,103052
107993,103112
103113,103112
100222,103112
94413,103112
103173,103172
91375,103212
68931,103392
68940,103392
70477,103392
93001,103392
93002,103392
93003,103392
92536,103392
93623,103412
167066,103613
99643,103814
99644,103814
99645,103814
92805,103814
103954,103953
160282,104073
160283,104073
160284,104073
160286,104073
160287,104073
171256,104113
104013,104113
104014,104113
92988,104113
92988,104133
91772,104173
68565,104173
91316,104173
142073,104253
160404,109353
160358,109354
109674,109673
111193,111173
170909,111293
111553,111513
140221,111513
92164,111513
92544,111513
169967,111515
111654,111653
119074,118873
119075,118873
118954,118953
92598,121257
122512,122493
122515,122514
167070,127353
130153,127993
94389,129034
129036,129035
129037,129035
69412,129043
70867,129043
160341,130113
130194,130193
93142,132373
92151,132373
133656,133655
167068,133657
171218,133660
122674,135015
162989,135016
135321,135317
135320,135318
140067,136950
140221,138486
140068,138696
140070,138698
139030,139029
140079,139102
140066,139129
142013,139357
140078,139780
163016,139780
171208,139789
140080,139847
140076,139857
140077,139857
136710,140069
140083,140082
140129,140082
171234,140084
140106,140099
140107,140099
140132,140122
140127,140126
140155,140153
140402,140156
140180,140163
140181,140163
140184,140171
144037,140187
140205,140191
140206,140191
140197,140196
140211,140201
140212,140201
160324,140201
140208,140207
140209,140207
140232,140231
140233,140231
140234,140231
140256,140255
140257,140255
140275,140272
140276,140272
140278,140277
140296,140295
140438,140297
140340,140334
140337,140338
140492,140339
140345,140344
160323,140346
140537,140357
140538,140357
121259,140357
100218,140357
140377,140366
163054,140366
162992,140366
162961,140366
140393,140389
140392,140390
140395,140394
140435,140434
140436,140434
140445,140446
140467,140466
140468,140466
160325,140487
160335,140493
160336,140494
160338,140495
162700,140495
162701,140495
91983,140495
140514,140513
171242,140521
140523,140522
140534,140533
140535,140533
143546,140555
143548,140784
142042,141168
142045,141275
141898,141676
162565,141942
162566,141942
144589,142004
144590,142004
144588,142011
142041,142031
171221,142051
143492,142074
167027,142958
160293,142962
160414,142994
142967,143016
143428,143257
143536,143370
167325,143371
143437,143433
92245,143476
143501,143500
143170,143535
171222,143712
71482,143781
143582,144462
143708,144463
143950,144464
144558,144556
144600,144599
164122,145009
146427,146426
146428,146426
92022,146429
92021,146429
71670,147269
92253,147270
130213,147270
92196,147272
91670,147272
147283,147282
147300,147308
170906,147314
152444,147521
151400,151399
151465,151464
151466,151464
151799,151798
151830,151829
151889,151881
151885,151884
151886,151884
151887,151884
151888,151884
151894,151893
159208,152578
163015,152708
169931,159183
91256,159185
91260,159185
71147,159195
71148,159195
162966,159206
162965,159206
159211,159210
159236,159235
159259,159258
159260,159258
159269,159268
162567,159325
162719,160217
160249,160248
160261,160260
160263,160262
160266,160265
160268,160267
160270,160269
160272,160271
160299,160298
160302,160301
160304,160303
160306,160305
160307,160305
160308,160305
167152,160305
160312,160309
160311,160310
160322,160321
160331,160329
160332,160330
160334,160333
160340,160339
160344,160343
160357,160356
97268,160363
91010,160366
160372,160371
160381,160380
162970,160408
160413,160412
160506,160505
164367,160505
163023,160510
160512,160511
171213,160526
160532,160531
162655,162654
162753,162752
162754,162752
162755,162752
162884,162853
162880,162872
162881,162872
162882,162872
71184,162892
162895,162894
162913,162912
91075,162932
162960,162959
162968,162967
163018,163017
83990,164106
164118,164117
164363,164358
164378,164381
164379,164381
164384,164382
164389,164386
167034,164397
167327,167326
168260,167848
170020,170019
170060,170059
170067,170066
170631,170630
170636,170635
170639,170638
170640,170638
171241,170774
171202,170815
170988,170987
171244,171243
171291,171290
171292,171290
171293,171290
171380,171379
171386,171385
171398,171397
171422,171421
