source_file,subject_id,subject_label,object_id,object_label,subject_label_norm,object_label_norm,predicate_id,predicate,mapping_justification,similarity_emb_full,similarity_emb_norm,similarity_str_levenshtein_full,similarity_str_jaro_winkler_full,similarity_str_token_sort_full,similarity_str_token_set_full,similarity_str_levenshtein_norm,similarity_str_jaro_winkler_norm,similarity_str_token_sort_norm,similarity_str_token_set_norm
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrt45NtAFS36q,transport,aat:300055244,transportation,transport,transportation,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.776367,0.776367,0.782609,0.928571,0.782609,0.782609,0.782609,0.928571,0.782609,0.782609
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtWthF204SuS,atlas,aat:300028053,atlases,atlas,atlases,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.775391,0.775391,0.833333,0.942857,0.833333,0.833333,0.833333,0.942857,0.833333,0.833333
ads_mda_obj_aat.sssom.tsv,fish_obj:/concepts/96882,PLATTER,aat:300043053,platters,PLATTER,platters,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.770508,0.770508,0.933333,0.975000,0.933333,0.933333,0.933333,0.975000,0.933333,0.933333
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrt1N8tL35oBg,sacrifice,aat:300263243,sacrifices,sacrifice,sacrifices,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.769531,0.769531,0.947368,0.980000,0.947368,0.947368,0.947368,0.980000,0.947368,0.947368
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtfhnY18Qz3w,village,aat:300008372,villages,village,villages,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.769043,0.769043,0.933333,0.975000,0.933333,0.933333,0.933333,0.975000,0.933333,0.933333
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrt3u1amrctOl,pointe de Palmela,aat:300400682,Palmela points,pointe de Palmela,Palmela points,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.766602,0.766602,0.451613,0.482726,0.838710,0.838710,0.451613,0.482726,0.838710,0.838710
dai_aat.sssom.tsv,http://thesauri.dainst.org/_4e0f83c7,Aedicula,aat:300002574,aedicules,Aedicula,aedicules,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.765625,0.765625,0.823529,0.930556,0.823529,0.823529,0.823529,0.930556,0.823529,0.823529
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtr2LIg20u6S,climat,aat:300055322,climate,climat,climate,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.764160,0.764160,0.923077,0.971429,0.923077,0.923077,0.923077,0.971429,0.923077,0.923077
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtyHeYxfQFMo,harpon,aat:300037011,harpoons,harpon,harpoons,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.762695,0.762695,0.857143,0.950000,0.857143,0.857143,0.857143,0.950000,0.857143,0.857143
inrap_pactols_sujets_aat.sssom.tsv,pactols:pcrtxB7AK7LSTp,savane,aat:300008881,savannas,savane,savannas,skos:exactMatch,exactMatch,semapv:UnspecifiedMatching,0.760742,0.760742,0.714286,0.891667,0.714286,0.714286,0.714286,0.891667,0.714286,0.714286
