count	namespace_root
1	https://sws.geonames.org/6428292/
1	https://sws.geonames.org/6428293/
1	https://sws.geonames.org/6428294/
1	https://sws.geonames.org/6428295/
1	https://sws.geonames.org/6428296/
1	https://sws.geonames.org/6428297/
1	https://sws.geonames.org/6428298/
1	https://sws.geonames.org/6428299/
1	https://sws.geonames.org/6428300/
1	https://sws.geonames.org/6428301/
1	https://sws.geonames.org/6428302/
1	https://sws.geonames.org/6428303/
1	https://sws.geonames.org/6428304/
1	https://sws.geonames.org/6428305/
1	https://sws.geonames.org/6428306/
1	https://sws.geonames.org/6428307/
1	https://sws.geonames.org/6428308/
1	https://sws.geonames.org/6428309/
1	https://sws.geonames.org/6428310/
1	https://sws.geonames.org/6428311/
1	https://sws.geonames.org/6428312/
1	https://sws.geonames.org/6428313/
1	https://sws.geonames.org/6428314/
1	https://sws.geonames.org/6428315/
1	https://sws.geonames.org/6428316/
1	https://sws.geonames.org/6428317/
1	https://sws.geonames.org/6428318/
1	https://sws.geonames.org/6428319/
1	https://sws.geonames.org/6428320/
1	https://sws.geonames.org/6428321/
1	https://sws.geonames.org/6428322/
1	https://sws.geonames.org/6428323/
1	https://sws.geonames.org/6428324/
1	https://sws.geonames.org/6428325/
1	https://sws.geonames.org/6428326/
1	https://sws.geonames.org/6428327/
1	https://sws.geonames.org/6428328/
1	https://sws.geonames.org/6428329/
1	https://sws.geonames.org/6428330/
1	https://sws.geonames.org/6428331/
1	https://sws.geonames.org/6428332/
1	https://sws.geonames.org/6428333/
1	https://sws.geonames.org/6428334/
1	https://sws.geonames.org/6428335/
1	https://sws.geonames.org/6428336/
1	https://sws.geonames.org/6428337/
1	https://sws.geonames.org/6428338/
1	https://sws.geonames.org/6428339/
1	https://sws.geonames.org/6428340/
1	https://sws.geonames.org/6428341/
1	https://sws.geonames.org/6428342/
1	https://sws.geonames.org/6428343/
1	https://sws.geonames.org/6428344/
1	https://sws.geonames.org/6428345/
1	https://sws.geonames.org/6428346/
1	https://sws.geonames.org/6428348/
1	https://sws.geonames.org/6428349/
1	https://sws.geonames.org/6428350/
1	https://sws.geonames.org/6428351/
1	https://sws.geonames.org/6428352/
1	https://sws.geonames.org/6428353/
1	https://sws.geonames.org/6428355/
1	https://sws.geonames.org/6428356/
1	https://sws.geonames.org/6428357/
1	https://sws.geonames.org/6428358/
1	https://sws.geonames.org/6428359/
1	https://sws.geonames.org/6428360/
1	https://sws.geonames.org/6428361/
1	https://sws.geonames.org/6428362/
1	https://sws.geonames.org/6428363/
1	https://sws.geonames.org/6428364/
1	https://sws.geonames.org/6428365/
1	https://sws.geonames.org/6428366/
1	https://sws.geonames.org/6428367/
1	https://sws.geonames.org/6428368/
1	https://sws.geonames.org/6428369/
1	https://sws.geonames.org/6428370/
1	https://sws.geonames.org/6428371/
1	https://sws.geonames.org/6428372/
1	https://sws.geonames.org/6428373/
1	https://sws.geonames.org/6428374/
1	https://sws.geonames.org/6428375/
1	https://sws.geonames.org/6428376/
1	https://sws.geonames.org/6428377/
1	https://sws.geonames.org/6428378/
1	https://sws.geonames.org/6428379/
1	https://sws.geonames.org/6428381/
1	https://sws.geonames.org/6428382/
1	https://sws.geonames.org/6428383/
1	https://sws.geonames.org/6428384/
1	https://sws.geonames.org/6428385/
1	https://sws.geonames.org/6428386/
1	https://sws.geonames.org/6428387/
1	https://sws.geonames.org/6428388/
1	https://sws.geonames.org/6428389/
1	https://sws.geonames.org/6428390/
1	https://sws.geonames.org/6428391/
1	https://sws.geonames.org/6428392/
1	https://sws.geonames.org/6428393/
1	https://sws.geonames.org/6428394/
1	https://sws.geonames.org/6428395/
1	https://sws.geonames.org/6428396/
1	https://sws.geonames.org/6428397/
1	https://sws.geonames.org/6428398/
1	https://sws.geonames.org/6428399/
1	https://sws.geonames.org/6428401/
1	https://sws.geonames.org/6428402/
1	https://sws.geonames.org/6428403/
1	https://sws.geonames.org/6428404/
1	https://sws.geonames.org/6428405/
1	https://sws.geonames.org/6428406/
1	https://sws.geonames.org/6428407/
1	https://sws.geonames.org/6428408/
1	https://sws.geonames.org/6428410/
1	https://sws.geonames.org/6428411/
1	https://sws.geonames.org/6428412/
1	https://sws.geonames.org/6428413/
1	https://sws.geonames.org/6428414/
1	https://sws.geonames.org/6428415/
1	https://sws.geonames.org/6428416/
1	https://sws.geonames.org/6428417/
1	https://sws.geonames.org/6428419/
1	https://sws.geonames.org/6428420/
1	https://sws.geonames.org/6428421/
1	https://sws.geonames.org/6428422/
1	https://sws.geonames.org/6428423/
1	https://sws.geonames.org/6428424/
1	https://sws.geonames.org/6428425/
1	https://sws.geonames.org/6428426/
1	https://sws.geonames.org/6428427/
1	https://sws.geonames.org/6428428/
1	https://sws.geonames.org/6428429/
1	https://sws.geonames.org/6428430/
1	https://sws.geonames.org/6428431/
1	https://sws.geonames.org/6428432/
1	https://sws.geonames.org/6428433/
1	https://sws.geonames.org/6428434/
1	https://sws.geonames.org/6428435/
1	https://sws.geonames.org/6428436/
1	https://sws.geonames.org/6428437/
1	https://sws.geonames.org/6428438/
1	https://sws.geonames.org/6428439/
1	https://sws.geonames.org/6428440/
1	https://sws.geonames.org/6428442/
1	https://sws.geonames.org/6428443/
1	https://sws.geonames.org/6428444/
1	https://sws.geonames.org/6428445/
1	https://sws.geonames.org/6428446/
1	https://sws.geonames.org/6428447/
1	https://sws.geonames.org/6428448/
1	https://sws.geonames.org/6428449/
1	https://sws.geonames.org/6428450/
1	https://sws.geonames.org/6428451/
1	https://sws.geonames.org/6428452/
1	https://sws.geonames.org/6428453/
1	https://sws.geonames.org/6428454/
1	https://sws.geonames.org/6428455/
1	https://sws.geonames.org/6428456/
1	https://sws.geonames.org/6428457/
1	https://sws.geonames.org/6428458/
1	https://sws.geonames.org/6428459/
1	https://sws.geonames.org/6428460/
1	https://sws.geonames.org/6428461/
1	https://sws.geonames.org/6428462/
1	https://sws.geonames.org/6428463/
1	https://sws.geonames.org/6428464/
1	https://sws.geonames.org/6428465/
1	https://sws.geonames.org/6428466/
1	https://sws.geonames.org/6428467/
1	https://sws.geonames.org/6428468/
1	https://sws.geonames.org/6428469/
1	https://sws.geonames.org/6428470/
1	https://sws.geonames.org/6428471/
1	https://sws.geonames.org/6428472/
1	https://sws.geonames.org/6428473/
1	https://sws.geonames.org/6428474/
1	https://sws.geonames.org/6428475/
1	https://sws.geonames.org/6428476/
1	https://sws.geonames.org/6428477/
1	https://sws.geonames.org/6428478/
1	https://sws.geonames.org/6428479/
1	https://sws.geonames.org/6428480/
1	https://sws.geonames.org/6428481/
1	https://sws.geonames.org/6428482/
1	https://sws.geonames.org/6428483/
1	https://sws.geonames.org/6428484/
1	https://sws.geonames.org/6428485/
1	https://sws.geonames.org/6428486/
1	https://sws.geonames.org/6428487/
1	https://sws.geonames.org/6428489/
1	https://sws.geonames.org/6428490/
1	https://sws.geonames.org/6428491/
1	https://sws.geonames.org/6428492/
1	https://sws.geonames.org/6428493/
1	https://sws.geonames.org/6428494/
1	https://sws.geonames.org/6428495/
1	https://sws.geonames.org/6428497/
1	https://sws.geonames.org/6428498/
1	https://sws.geonames.org/6428499/
1	https://sws.geonames.org/6428500/
1	https://sws.geonames.org/6428501/
1	https://sws.geonames.org/6428502/
1	https://sws.geonames.org/6428503/
1	https://sws.geonames.org/6428504/
1	https://sws.geonames.org/6428505/
1	https://sws.geonames.org/6428506/
1	https://sws.geonames.org/6428507/
1	https://sws.geonames.org/6428508/
1	https://sws.geonames.org/6428509/
1	https://sws.geonames.org/6428510/
1	https://sws.geonames.org/6428511/
1	https://sws.geonames.org/6428512/
1	https://sws.geonames.org/6428513/
1	https://sws.geonames.org/6428514/
1	https://sws.geonames.org/6428515/
1	https://sws.geonames.org/6428516/
1	https://sws.geonames.org/6428517/
1	https://sws.geonames.org/6428518/
1	https://sws.geonames.org/6428519/
1	https://sws.geonames.org/6428520/
1	https://sws.geonames.org/6428521/
1	https://sws.geonames.org/6428522/
1	https://sws.geonames.org/6428523/
1	https://sws.geonames.org/6428524/
1	https://sws.geonames.org/6428525/
1	https://sws.geonames.org/6428526/
1	https://sws.geonames.org/6428527/
1	https://sws.geonames.org/6428528/
1	https://sws.geonames.org/6428529/
1	https://sws.geonames.org/6428531/
1	https://sws.geonames.org/6428532/
1	https://sws.geonames.org/6428533/
1	https://sws.geonames.org/6428534/
1	https://sws.geonames.org/6428535/
1	https://sws.geonames.org/6428536/
1	https://sws.geonames.org/6428537/
1	https://sws.geonames.org/6428538/
1	https://sws.geonames.org/6428539/
1	https://sws.geonames.org/6428541/
1	https://sws.geonames.org/6428542/
1	https://sws.geonames.org/6428543/
1	https://sws.geonames.org/6428544/
1	https://sws.geonames.org/6428545/
1	https://sws.geonames.org/6428546/
1	https://sws.geonames.org/6428547/
1	https://sws.geonames.org/6428548/
1	https://sws.geonames.org/6428549/
1	https://sws.geonames.org/6428550/
1	https://sws.geonames.org/6428551/
1	https://sws.geonames.org/6428552/
1	https://sws.geonames.org/6428553/
1	https://sws.geonames.org/6428554/
1	https://sws.geonames.org/6428556/
1	https://sws.geonames.org/6428557/
1	https://sws.geonames.org/6428558/
1	https://sws.geonames.org/6428559/
1	https://sws.geonames.org/6428560/
1	https://sws.geonames.org/6428561/
1	https://sws.geonames.org/6428562/
1	https://sws.geonames.org/6428563/
1	https://sws.geonames.org/6428564/
1	https://sws.geonames.org/6428565/
1	https://sws.geonames.org/6428566/
1	https://sws.geonames.org/6428567/
1	https://sws.geonames.org/6428568/
1	https://sws.geonames.org/6428569/
1	https://sws.geonames.org/6428570/
1	https://sws.geonames.org/6428571/
1	https://sws.geonames.org/6428572/
1	https://sws.geonames.org/6428573/
1	https://sws.geonames.org/6428574/
1	https://sws.geonames.org/6428575/
1	https://sws.geonames.org/6428576/
1	https://sws.geonames.org/6428577/
1	https://sws.geonames.org/6428578/
1	https://sws.geonames.org/6428579/
1	https://sws.geonames.org/6428580/
1	https://sws.geonames.org/6428581/
1	https://sws.geonames.org/6428582/
1	https://sws.geonames.org/6428583/
1	https://sws.geonames.org/6428584/
1	https://sws.geonames.org/6428585/
1	https://sws.geonames.org/6428586/
1	https://sws.geonames.org/6428587/
1	https://sws.geonames.org/6428588/
1	https://sws.geonames.org/6428589/
1	https://sws.geonames.org/6428590/
1	https://sws.geonames.org/6428591/
1	https://sws.geonames.org/6428592/
1	https://sws.geonames.org/6428593/
1	https://sws.geonames.org/6428594/
1	https://sws.geonames.org/6428595/
1	https://sws.geonames.org/6428596/
1	https://sws.geonames.org/6428597/
1	https://sws.geonames.org/6428598/
1	https://sws.geonames.org/6428599/
1	https://sws.geonames.org/6428600/
1	https://sws.geonames.org/6428601/
1	https://sws.geonames.org/6428602/
1	https://sws.geonames.org/6428603/
1	https://sws.geonames.org/6428604/
1	https://sws.geonames.org/6428605/
1	https://sws.geonames.org/6428606/
1	https://sws.geonames.org/6428607/
1	https://sws.geonames.org/6428608/
1	https://sws.geonames.org/6428609/
1	https://sws.geonames.org/6428610/
1	https://sws.geonames.org/6428611/
1	https://sws.geonames.org/6428612/
1	https://sws.geonames.org/6428613/
1	https://sws.geonames.org/6428614/
1	https://sws.geonames.org/6428615/
1	https://sws.geonames.org/6428616/
1	https://sws.geonames.org/6428617/
1	https://sws.geonames.org/6428618/
1	https://sws.geonames.org/6428619/
1	https://sws.geonames.org/6428620/
1	https://sws.geonames.org/6428621/
1	https://sws.geonames.org/6428622/
1	https://sws.geonames.org/6428623/
1	https://sws.geonames.org/6428624/
1	https://sws.geonames.org/6428625/
1	https://sws.geonames.org/6428626/
1	https://sws.geonames.org/6428627/
1	https://sws.geonames.org/6428628/
1	https://sws.geonames.org/6428629/
1	https://sws.geonames.org/6428630/
1	https://sws.geonames.org/6428631/
1	https://sws.geonames.org/6428632/
1	https://sws.geonames.org/6428633/
1	https://sws.geonames.org/6428634/
1	https://sws.geonames.org/6428635/
1	https://sws.geonames.org/6428636/
1	https://sws.geonames.org/6428637/
1	https://sws.geonames.org/6428638/
1	https://sws.geonames.org/6428639/
1	https://sws.geonames.org/6428640/
1	https://sws.geonames.org/6428641/
1	https://sws.geonames.org/6428642/
1	https://sws.geonames.org/6428644/
1	https://sws.geonames.org/6428645/
1	https://sws.geonames.org/6428646/
1	https://sws.geonames.org/6428647/
1	https://sws.geonames.org/6428648/
1	https://sws.geonames.org/6428649/
1	https://sws.geonames.org/6428650/
1	https://sws.geonames.org/6428651/
1	https://sws.geonames.org/6428652/
1	https://sws.geonames.org/6428653/
1	https://sws.geonames.org/6428654/
1	https://sws.geonames.org/6428655/
1	https://sws.geonames.org/6428656/
1	https://sws.geonames.org/6428657/
1	https://sws.geonames.org/6428658/
1	https://sws.geonames.org/6428659/
1	https://sws.geonames.org/6428660/
1	https://sws.geonames.org/6428661/
1	https://sws.geonames.org/6428662/
1	https://sws.geonames.org/6428663/
1	https://sws.geonames.org/6428664/
1	https://sws.geonames.org/6428665/
1	https://sws.geonames.org/6428666/
1	https://sws.geonames.org/6428667/
1	https://sws.geonames.org/6428668/
1	https://sws.geonames.org/6428669/
1	https://sws.geonames.org/6428671/
1	https://sws.geonames.org/6428672/
1	https://sws.geonames.org/6428673/
1	https://sws.geonames.org/6428674/
1	https://sws.geonames.org/6428675/
1	https://sws.geonames.org/6428676/
1	https://sws.geonames.org/6428677/
1	https://sws.geonames.org/6428678/
1	https://sws.geonames.org/6428679/
1	https://sws.geonames.org/6428680/
1	https://sws.geonames.org/6428681/
1	https://sws.geonames.org/6428682/
1	https://sws.geonames.org/6428683/
1	https://sws.geonames.org/6428684/
1	https://sws.geonames.org/6428685/
1	https://sws.geonames.org/6428686/
1	https://sws.geonames.org/6428687/
1	https://sws.geonames.org/6428688/
1	https://sws.geonames.org/6428689/
1	https://sws.geonames.org/6428690/
1	https://sws.geonames.org/6428691/
1	https://sws.geonames.org/6428692/
1	https://sws.geonames.org/6428693/
1	https://sws.geonames.org/6428694/
1	https://sws.geonames.org/6428695/
1	https://sws.geonames.org/6428696/
1	https://sws.geonames.org/6428697/
1	https://sws.geonames.org/6428698/
1	https://sws.geonames.org/6428699/
1	https://sws.geonames.org/6428700/
1	https://sws.geonames.org/6428701/
1	https://sws.geonames.org/6428702/
1	https://sws.geonames.org/6428703/
1	https://sws.geonames.org/6428704/
1	https://sws.geonames.org/6428705/
1	https://sws.geonames.org/6428707/
1	https://sws.geonames.org/6428708/
1	https://sws.geonames.org/6428709/
1	https://sws.geonames.org/6428710/
1	https://sws.geonames.org/6428711/
1	https://sws.geonames.org/6428712/
1	https://sws.geonames.org/6428713/
1	https://sws.geonames.org/6428714/
1	https://sws.geonames.org/6428715/
1	https://sws.geonames.org/6428716/
1	https://sws.geonames.org/6428717/
1	https://sws.geonames.org/6428718/
1	https://sws.geonames.org/6428719/
1	https://sws.geonames.org/6428720/
1	https://sws.geonames.org/6428721/
1	https://sws.geonames.org/6428722/
1	https://sws.geonames.org/6428723/
1	https://sws.geonames.org/6428724/
1	https://sws.geonames.org/6428725/
1	https://sws.geonames.org/6428726/
1	https://sws.geonames.org/6428727/
1	https://sws.geonames.org/6428728/
1	https://sws.geonames.org/6428729/
1	https://sws.geonames.org/6428730/
1	https://sws.geonames.org/6428731/
1	https://sws.geonames.org/6428732/
1	https://sws.geonames.org/6428733/
1	https://sws.geonames.org/6428734/
1	https://sws.geonames.org/6428735/
1	https://sws.geonames.org/6428736/
1	https://sws.geonames.org/6428737/
1	https://sws.geonames.org/6428739/
1	https://sws.geonames.org/6428740/
1	https://sws.geonames.org/6428741/
1	https://sws.geonames.org/6428742/
1	https://sws.geonames.org/6428743/
1	https://sws.geonames.org/6428744/
1	https://sws.geonames.org/6428745/
1	https://sws.geonames.org/6428746/
1	https://sws.geonames.org/6428747/
1	https://sws.geonames.org/6428748/
1	https://sws.geonames.org/6428749/
1	https://sws.geonames.org/6428750/
1	https://sws.geonames.org/6428751/
1	https://sws.geonames.org/6428752/
1	https://sws.geonames.org/6428753/
1	https://sws.geonames.org/6428754/
1	https://sws.geonames.org/6428756/
1	https://sws.geonames.org/6428757/
1	https://sws.geonames.org/6428758/
1	https://sws.geonames.org/6428759/
1	https://sws.geonames.org/6428760/
1	https://sws.geonames.org/6428761/
1	https://sws.geonames.org/6428762/
1	https://sws.geonames.org/6428763/
1	https://sws.geonames.org/6428764/
1	https://sws.geonames.org/6428765/
1	https://sws.geonames.org/6428766/
1	https://sws.geonames.org/6428767/
1	https://sws.geonames.org/6428768/
1	https://sws.geonames.org/6428769/
1	https://sws.geonames.org/6428770/
1	https://sws.geonames.org/6428771/
1	https://sws.geonames.org/6428772/
1	https://sws.geonames.org/6428773/
1	https://sws.geonames.org/6428774/
1	https://sws.geonames.org/6428775/
1	https://sws.geonames.org/6428776/
1	https://sws.geonames.org/6428777/
1	https://sws.geonames.org/6428778/
1	https://sws.geonames.org/6428779/
1	https://sws.geonames.org/6428780/
1	https://sws.geonames.org/6428781/
1	https://sws.geonames.org/6428782/
1	https://sws.geonames.org/6428783/
1	https://sws.geonames.org/6428784/
1	https://sws.geonames.org/6428785/
1	https://sws.geonames.org/6428786/
1	https://sws.geonames.org/6428787/
1	https://sws.geonames.org/6428789/
1	https://sws.geonames.org/6428790/
1	https://sws.geonames.org/6428791/
1	https://sws.geonames.org/6428792/
1	https://sws.geonames.org/6428793/
1	https://sws.geonames.org/6428794/
1	https://sws.geonames.org/6428795/
1	https://sws.geonames.org/6428796/
1	https://sws.geonames.org/6428797/
1	https://sws.geonames.org/6428798/
1	https://sws.geonames.org/6428799/
1	https://sws.geonames.org/6428800/
1	https://sws.geonames.org/6428801/
1	https://sws.geonames.org/6428802/
1	https://sws.geonames.org/6428803/
1	https://sws.geonames.org/6428804/
1	https://sws.geonames.org/6428805/
1	https://sws.geonames.org/6428806/
1	https://sws.geonames.org/6428807/
1	https://sws.geonames.org/6428808/
1	https://sws.geonames.org/6428809/
1	https://sws.geonames.org/6428810/
1	https://sws.geonames.org/6428811/
1	https://sws.geonames.org/6428812/
1	https://sws.geonames.org/6428813/
1	https://sws.geonames.org/6428814/
1	https://sws.geonames.org/6428815/
1	https://sws.geonames.org/6428816/
1	https://sws.geonames.org/6428817/
1	https://sws.geonames.org/6428818/
1	https://sws.geonames.org/6428819/
1	https://sws.geonames.org/6428820/
1	https://sws.geonames.org/6428821/
1	https://sws.geonames.org/6428822/
1	https://sws.geonames.org/6428823/
1	https://sws.geonames.org/6428824/
1	https://sws.geonames.org/6428825/
1	https://sws.geonames.org/6428826/
1	https://sws.geonames.org/6428827/
1	https://sws.geonames.org/6428828/
1	https://sws.geonames.org/6428829/
1	https://sws.geonames.org/6428830/
1	https://sws.geonames.org/6428831/
1	https://sws.geonames.org/6428832/
1	https://sws.geonames.org/6428833/
1	https://sws.geonames.org/6428834/
1	https://sws.geonames.org/6428835/
1	https://sws.geonames.org/6428836/
1	https://sws.geonames.org/6428838/
1	https://sws.geonames.org/6428839/
1	https://sws.geonames.org/6428840/
1	https://sws.geonames.org/6428841/
1	https://sws.geonames.org/6428842/
1	https://sws.geonames.org/6428843/
1	https://sws.geonames.org/6428844/
1	https://sws.geonames.org/6428845/
1	https://sws.geonames.org/6428846/
1	https://sws.geonames.org/6428847/
1	https://sws.geonames.org/6428848/
1	https://sws.geonames.org/6428849/
1	https://sws.geonames.org/6428850/
1	https://sws.geonames.org/6428851/
1	https://sws.geonames.org/6428853/
1	https://sws.geonames.org/6428854/
1	https://sws.geonames.org/6428855/
1	https://sws.geonames.org/6428856/
1	https://sws.geonames.org/6428857/
1	https://sws.geonames.org/6428858/
1	https://sws.geonames.org/6428859/
1	https://sws.geonames.org/6428860/
1	https://sws.geonames.org/6428861/
1	https://sws.geonames.org/6428862/
1	https://sws.geonames.org/6428863/
1	https://sws.geonames.org/6428864/
1	https://sws.geonames.org/6428865/
1	https://sws.geonames.org/6428866/
1	https://sws.geonames.org/6428867/
1	https://sws.geonames.org/6428868/
1	https://sws.geonames.org/6428869/
1	https://sws.geonames.org/6428870/
1	https://sws.geonames.org/6428871/
1	https://sws.geonames.org/6428872/
1	https://sws.geonames.org/6428873/
1	https://sws.geonames.org/6428874/
1	https://sws.geonames.org/6428875/
1	https://sws.geonames.org/6428876/
1	https://sws.geonames.org/6428877/
1	https://sws.geonames.org/6428878/
1	https://sws.geonames.org/6428879/
1	https://sws.geonames.org/6428880/
1	https://sws.geonames.org/6428881/
1	https://sws.geonames.org/6428882/
1	https://sws.geonames.org/6428883/
1	https://sws.geonames.org/6428884/
1	https://sws.geonames.org/6428885/
1	https://sws.geonames.org/6428886/
1	https://sws.geonames.org/6428887/
1	https://sws.geonames.org/6428888/
1	https://sws.geonames.org/6428889/
1	https://sws.geonames.org/6428890/
1	https://sws.geonames.org/6428891/
1	https://sws.geonames.org/6428892/
1	https://sws.geonames.org/6428893/
1	https://sws.geonames.org/6428894/
1	https://sws.geonames.org/6428895/
1	https://sws.geonames.org/6428896/
1	https://sws.geonames.org/6428897/
1	https://sws.geonames.org/6428898/
1	https://sws.geonames.org/6428899/
1	https://sws.geonames.org/6428900/
1	https://sws.geonames.org/6428901/
1	https://sws.geonames.org/6428902/
1	https://sws.geonames.org/6428903/
1	https://sws.geonames.org/6428904/
1	https://sws.geonames.org/6428905/
1	https://sws.geonames.org/6428906/
1	https://sws.geonames.org/6428907/
1	https://sws.geonames.org/6428908/
1	https://sws.geonames.org/6428909/
1	https://sws.geonames.org/6428910/
1	https://sws.geonames.org/6428911/
1	https://sws.geonames.org/6428912/
1	https://sws.geonames.org/6428913/
1	https://sws.geonames.org/6428914/
1	https://sws.geonames.org/6428915/
1	https://sws.geonames.org/6428916/
1	https://sws.geonames.org/6428917/
1	https://sws.geonames.org/6428918/
1	https://sws.geonames.org/6428919/
1	https://sws.geonames.org/6428920/
1	https://sws.geonames.org/6428921/
1	https://sws.geonames.org/6428923/
1	https://sws.geonames.org/6428924/
1	https://sws.geonames.org/6428925/
1	https://sws.geonames.org/6428926/
1	https://sws.geonames.org/6428927/
1	https://sws.geonames.org/6428928/
1	https://sws.geonames.org/6428929/
1	https://sws.geonames.org/6428930/
1	https://sws.geonames.org/6428931/
1	https://sws.geonames.org/6428932/
1	https://sws.geonames.org/6428933/
1	https://sws.geonames.org/6428934/
1	https://sws.geonames.org/6428935/
1	https://sws.geonames.org/6428936/
1	https://sws.geonames.org/6428938/
1	https://sws.geonames.org/6428939/
1	https://sws.geonames.org/6428940/
1	https://sws.geonames.org/6428941/
1	https://sws.geonames.org/6428942/
1	https://sws.geonames.org/6428943/
1	https://sws.geonames.org/6428944/
1	https://sws.geonames.org/6428945/
1	https://sws.geonames.org/6428946/
1	https://sws.geonames.org/6428947/
1	https://sws.geonames.org/6428948/
1	https://sws.geonames.org/6428949/
1	https://sws.geonames.org/6428950/
1	https://sws.geonames.org/6428951/
1	https://sws.geonames.org/6428952/
1	https://sws.geonames.org/6428953/
1	https://sws.geonames.org/6428954/
1	https://sws.geonames.org/6428955/
1	https://sws.geonames.org/6428957/
1	https://sws.geonames.org/6428958/
1	https://sws.geonames.org/6428959/
1	https://sws.geonames.org/6428960/
1	https://sws.geonames.org/6428961/
1	https://sws.geonames.org/6428962/
1	https://sws.geonames.org/6428963/
1	https://sws.geonames.org/6428964/
1	https://sws.geonames.org/6428965/
1	https://sws.geonames.org/6428966/
1	https://sws.geonames.org/6428967/
1	https://sws.geonames.org/6428968/
1	https://sws.geonames.org/6428969/
1	https://sws.geonames.org/6428970/
1	https://sws.geonames.org/6428971/
1	https://sws.geonames.org/6428972/
1	https://sws.geonames.org/6428973/
1	https://sws.geonames.org/6428974/
1	https://sws.geonames.org/6428975/
1	https://sws.geonames.org/6428976/
1	https://sws.geonames.org/6428977/
1	https://sws.geonames.org/6428978/
1	https://sws.geonames.org/6428979/
1	https://sws.geonames.org/6428980/
1	https://sws.geonames.org/6428981/
1	https://sws.geonames.org/6428982/
1	https://sws.geonames.org/6428983/
1	https://sws.geonames.org/6428984/
1	https://sws.geonames.org/6428985/
1	https://sws.geonames.org/6428986/
1	https://sws.geonames.org/6428988/
1	https://sws.geonames.org/6428989/
1	https://sws.geonames.org/6428990/
1	https://sws.geonames.org/6428991/
1	https://sws.geonames.org/6428992/
1	https://sws.geonames.org/6428993/
1	https://sws.geonames.org/6428994/
1	https://sws.geonames.org/6428995/
1	https://sws.geonames.org/6428996/
1	https://sws.geonames.org/6428997/
1	https://sws.geonames.org/6428998/
1	https://sws.geonames.org/6428999/
1	https://sws.geonames.org/6429000/
1	https://sws.geonames.org/6429002/
1	https://sws.geonames.org/6429003/
1	https://sws.geonames.org/6429006/
1	https://sws.geonames.org/6429007/
1	https://sws.geonames.org/6429008/
1	https://sws.geonames.org/6429009/
1	https://sws.geonames.org/6429010/
1	https://sws.geonames.org/6429011/
1	https://sws.geonames.org/6429012/
1	https://sws.geonames.org/6429013/
1	https://sws.geonames.org/6429014/
1	https://sws.geonames.org/6429015/
1	https://sws.geonames.org/6429016/
1	https://sws.geonames.org/6429017/
1	https://sws.geonames.org/6429020/
1	https://sws.geonames.org/6429021/
1	https://sws.geonames.org/6429023/
1	https://sws.geonames.org/6429024/
1	https://sws.geonames.org/6429025/
1	https://sws.geonames.org/6429026/
1	https://sws.geonames.org/6429027/
1	https://sws.geonames.org/6429028/
1	https://sws.geonames.org/6429029/
1	https://sws.geonames.org/6429030/
1	https://sws.geonames.org/6429032/
1	https://sws.geonames.org/6429033/
1	https://sws.geonames.org/6429034/
1	https://sws.geonames.org/6429035/
1	https://sws.geonames.org/6429036/
1	https://sws.geonames.org/6429037/
1	https://sws.geonames.org/6429038/
1	https://sws.geonames.org/6429039/
1	https://sws.geonames.org/6429040/
1	https://sws.geonames.org/6429041/
1	https://sws.geonames.org/6429042/
1	https://sws.geonames.org/6429043/
1	https://sws.geonames.org/6429044/
1	https://sws.geonames.org/6429046/
1	https://sws.geonames.org/6429047/
1	https://sws.geonames.org/6429048/
1	https://sws.geonames.org/6429049/
1	https://sws.geonames.org/6429050/
1	https://sws.geonames.org/6429053/
1	https://sws.geonames.org/6429055/
1	https://sws.geonames.org/6429056/
1	https://sws.geonames.org/6429057/
1	https://sws.geonames.org/6429058/
1	https://sws.geonames.org/6429059/
1	https://sws.geonames.org/6429060/
1	https://sws.geonames.org/6429062/
1	https://sws.geonames.org/6429063/
1	https://sws.geonames.org/6429064/
1	https://sws.geonames.org/6429065/
1	https://sws.geonames.org/6429066/
1	https://sws.geonames.org/6429067/
1	https://sws.geonames.org/6429068/
1	https://sws.geonames.org/6429069/
1	https://sws.geonames.org/6429070/
1	https://sws.geonames.org/6429071/
1	https://sws.geonames.org/6429072/
1	https://sws.geonames.org/6429073/
1	https://sws.geonames.org/6429074/
1	https://sws.geonames.org/6429075/
1	https://sws.geonames.org/6429076/
1	https://sws.geonames.org/6429077/
1	https://sws.geonames.org/6429078/
1	https://sws.geonames.org/6429079/
1	https://sws.geonames.org/6429080/
1	https://sws.geonames.org/6429081/
1	https://sws.geonames.org/6429084/
1	https://sws.geonames.org/6429085/
1	https://sws.geonames.org/6429086/
1	https://sws.geonames.org/6429087/
1	https://sws.geonames.org/6429088/
1	https://sws.geonames.org/6429090/
1	https://sws.geonames.org/6429091/
1	https://sws.geonames.org/6429092/
1	https://sws.geonames.org/6429093/
1	https://sws.geonames.org/6429094/
1	https://sws.geonames.org/6429095/
1	https://sws.geonames.org/6429096/
1	https://sws.geonames.org/6429097/
1	https://sws.geonames.org/6429098/
1	https://sws.geonames.org/6429099/
1	https://sws.geonames.org/6429100/
1	https://sws.geonames.org/6429101/
1	https://sws.geonames.org/6429102/
1	https://sws.geonames.org/6429103/
1	https://sws.geonames.org/6429104/
1	https://sws.geonames.org/6429105/
1	https://sws.geonames.org/6429106/
1	https://sws.geonames.org/6429107/
