section,source_uri,source_label,target_label,target_uri,match,skos_predicate
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68979,BANJO ENCLOSURE,corrals,http://vocab.getty.edu/aat/300004983,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91126,BANK (EARTHWORK),earthworks (engineering works),http://vocab.getty.edu/aat/300008020,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68916,Bar,city gates,http://vocab.getty.edu/aat/300005080,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/145080,BAR (LICENCED),bars (commercial buildings),http://vocab.getty.edu/aat/300005158,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/97262,BARBED WIRE OBSTRUCTION,barbed wire,http://vocab.getty.edu/aat/300011064,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68547,BARN,barns,http://vocab.getty.edu/aat/300004900,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68821,BARRACKS,barracks,http://vocab.getty.edu/aat/300005665,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70000,BARROW,barrows,http://vocab.getty.edu/aat/300391494,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70054,BARROW CEMETERY,barrows,http://vocab.getty.edu/aat/300391494,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68678,BASILICA,public buildings,http://vocab.getty.edu/aat/300008059,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70433,BATH HOUSE,public baths,http://vocab.getty.edu/aat/300007353,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68712,BATHS,public baths,http://vocab.getty.edu/aat/300007353,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68824,BATTERY,batteries (platforms),http://vocab.getty.edu/aat/300002501,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68758,BATTLEFIELD,battlefields,http://vocab.getty.edu/aat/300000835,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91156,BEACH HUT,beach houses,http://vocab.getty.edu/aat/300005588,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68827,BEACON,beacons,http://vocab.getty.edu/aat/300007739,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70018,Beaker Burial,burials,http://vocab.getty.edu/aat/300263485,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70310,BEAM SLOT,beams (structural elements),http://vocab.getty.edu/aat/300001497,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/146404,BEER CELLAR,beer cellars,http://vocab.getty.edu/aat/300004760,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69965,Belfry,belfries (equipment spaces),http://vocab.getty.edu/aat/300137347,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70011,BELL BARROW,barrows,http://vocab.getty.edu/aat/300391494,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69103,BELL PIT,foundries,http://vocab.getty.edu/aat/300266773,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69591,BENCH,benches (furniture),http://vocab.getty.edu/aat/300038494,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69180,BLOOMERY,bloomeries,http://vocab.getty.edu/aat/300379639,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/127133,BOAT SHED,boatyards,http://vocab.getty.edu/aat/300387501,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/125633,BONE WORKING SITE,industrial complexes,http://vocab.getty.edu/aat/300000385,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/118873,Boom Defence,coastal fortifications,http://vocab.getty.edu/aat/300048803,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68924,BOTHY,bothies,http://vocab.getty.edu/aat/300005677,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70323,BOUNDARY,boundaries,http://vocab.getty.edu/aat/300055590,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70324,BOUNDARY BANK,boundaries,http://vocab.getty.edu/aat/300055590,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70326,BOUNDARY DITCH,boundaries,http://vocab.getty.edu/aat/300055590,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70332,BOUNDARY WALL,boundary walls,http://vocab.getty.edu/aat/300100558,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70012,BOWL BARROW,barrows,http://vocab.getty.edu/aat/300391494,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68829,BREASTWORK,breastworks,http://vocab.getty.edu/aat/300002487,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69053,BRICK KILN,brick kilns,http://vocab.getty.edu/aat/300022989,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69055,BRICKWORKS,brickworks (factories),http://vocab.getty.edu/aat/300006278,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70214,BRIDGE,bridges (built works),http://vocab.getty.edu/aat/300007836,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/143003,BROCH,brochs,http://vocab.getty.edu/aat/300004863,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70336,BUILDING,buildings (structures),http://vocab.getty.edu/aat/300004792,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70337,BUILDING PLATFORM,platforms (floors),http://vocab.getty.edu/aat/300132129,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/127993,BURGAGE PLOT,land use,http://vocab.getty.edu/aat/300055399,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68679,BURH,fortified settlements,http://vocab.getty.edu/aat/300387238,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70018,BURIAL,burials,http://vocab.getty.edu/aat/300263485,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70044,BURIAL CAIRN,cairns,http://vocab.getty.edu/aat/300006960,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70044,Burial Mound,burial mounds,http://vocab.getty.edu/aat/300005903,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70000,Burial Mound,burial mounds,http://vocab.getty.edu/aat/300005903,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70038,BURIAL PIT,burial sites,http://vocab.getty.edu/aat/300387004,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/142968,BURIED LAND SURFACE,soil,http://vocab.getty.edu/aat/300014330,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/140223,BURIED SOIL HORIZON,soil,http://vocab.getty.edu/aat/300014330,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68925,BURNT MOUND,burnt mounds,http://vocab.getty.edu/aat/300375754,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/143179,BUTCHERY SITE,butchering,http://vocab.getty.edu/aat/300379670,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91656,Byre,cow houses,http://vocab.getty.edu/aat/300265627,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68781,CAFE,cafeterias (eating and drinking spaces),http://vocab.getty.edu/aat/300004342,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68612,CAIRN,cairns,http://vocab.getty.edu/aat/300006960,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70055,CAIRN CEMETERY,cairns,http://vocab.getty.edu/aat/300006960,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68614,CAIRNFIELD,cairns,http://vocab.getty.edu/aat/300006960,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/159207,CAMPSITE,camp sites (recreation spaces),http://vocab.getty.edu/aat/300000819,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70288,CANAL,canals (waterways),http://vocab.getty.edu/aat/300006075,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70290,CANAL BASIN,canals (waterways),http://vocab.getty.edu/aat/300006075,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70215,CANAL BRIDGE,bridges (built works),http://vocab.getty.edu/aat/300007836,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/71379,CANTEEN,canteens (eating and recreation spaces),http://vocab.getty.edu/aat/300312219,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/143165,CARAVAN PARK,trailer camps,http://vocab.getty.edu/aat/300000534,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70347,CARVED STONE,carvings (visual works),http://vocab.getty.edu/aat/300047203,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70347,CARVED STONE,carvings (visual works),http://vocab.getty.edu/aat/300047203,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70348,CARVING,carvings (visual works),http://vocab.getty.edu/aat/300047203,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/10/concepts/68833,CASTLE,castles (fortifications),http://vocab.getty.edu/aat/300006891,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68833,CASTLE,castles (fortifications),http://vocab.getty.edu/aat/300006891,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69975,CATHEDRAL,cathedrals (buildings),http://vocab.getty.edu/aat/300007501,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69977,CATHEDRAL PRECINCT,holy precincts,http://vocab.getty.edu/aat/300387001,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70272,CAUSEWAY,causeways,http://vocab.getty.edu/aat/300008231,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69978,CAUSEWAYED ENCLOSURE,ceremonial structures,http://vocab.getty.edu/aat/300263489,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70384,CAVE,caves,http://vocab.getty.edu/aat/300008746,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70384,Cave Site,cave dwellings,http://vocab.getty.edu/aat/300048808,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70341,CELLAR,cellars (storerooms),http://vocab.getty.edu/aat/300004759,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70053,CEMETERY,cemeteries,http://vocab.getty.edu/aat/300266755,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68759,CENOTAPH,cenotaphs,http://vocab.getty.edu/aat/300007027,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68760,CENTURIAL STONE,markers (monuments),http://vocab.getty.edu/aat/300006961,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70434,CESS PIT,cesspools,http://vocab.getty.edu/aat/300052556,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69058,CHALK PIT,quarries (extracting complexes),http://vocab.getty.edu/aat/300000402,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70045,CHAMBERED CAIRN,chamber tombs,http://vocab.getty.edu/aat/300005935,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70064,CHAMBERED TOMB,chamber tombs,http://vocab.getty.edu/aat/300005935,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69967,CHAPEL,chapels (rooms or structures),http://vocab.getty.edu/aat/300004590,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69974,CHAPTER HOUSE,chapter houses,http://vocab.getty.edu/aat/300007418,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91432,CHARCOAL PRODUCTION SITE,processing plants,http://vocab.getty.edu/aat/300164121,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70026,Chariot Burial,burials,http://vocab.getty.edu/aat/300263485,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69980,CHURCH,churches (buildings),http://vocab.getty.edu/aat/300007466,related match,relatedMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70061,CHURCHYARD,churchyards,http://vocab.getty.edu/aat/300008170,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70029,CINERARY URN,cremation urns,http://vocab.getty.edu/aat/300124808,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70356,CIRCULAR ENCLOSURE,corrals,http://vocab.getty.edu/aat/300004983,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70071,CIST,cist graves,http://vocab.getty.edu/aat/300005941,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70062,CIST GRAVE CEMETERY,cist graves,http://vocab.getty.edu/aat/300005941,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70435,CISTERN,cisterns (plumbing components),http://vocab.getty.edu/aat/300052558,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68915,City Defences,city walls,http://vocab.getty.edu/aat/300005072,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91489,CIVIC CENTRE,civic centres,http://vocab.getty.edu/aat/300000701,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68675,CIVIL,public buildings,http://vocab.getty.edu/aat/300008059,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91495,CLAY EXTRACTION SITE,mines (extracting complexes),http://vocab.getty.edu/aat/300000390,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69086,CLAY PIPE KILN,kilns,http://vocab.getty.edu/aat/300022798,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68613,CLEARANCE CAIRN,cairns,http://vocab.getty.edu/aat/300006960,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70342,CLOISTER,cloisters,http://vocab.getty.edu/aat/300007423,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70129,CLUNIAC CELL,cells (interior spaces),http://vocab.getty.edu/aat/300004026,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70158,CLUNIAC MONASTERY,monasteries (built complexes),http://vocab.getty.edu/aat/300000641,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70177,Cluniac Priory,priories,http://vocab.getty.edu/aat/300000645,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91536,COAL MINING SITE,coal mines,http://vocab.getty.edu/aat/300000396,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69104,COAL WORKINGS,colliers,http://vocab.getty.edu/aat/300380157,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/71817,COASTAL BATTERY,coastal fortifications,http://vocab.getty.edu/aat/300048803,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/87145,Coastal Battery Observation Post,observation decks,http://vocab.getty.edu/aat/300065054,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/94351,COASTAL DEFENCE SITE,coastal fortifications,http://vocab.getty.edu/aat/300048803,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68880,Coastal Fort,fortresses,http://vocab.getty.edu/aat/300006894,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91548,COASTGUARD TOWER,coastguard stations,http://vocab.getty.edu/aat/300007831,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/78156,Cobbled Surface,paving,http://vocab.getty.edu/aat/300053677,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70074,COFFIN,coffins,http://vocab.getty.edu/aat/300197585,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69985,COFFIN STONE,coffins,http://vocab.getty.edu/aat/300197585,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68695,COLLEGE,colleges (institutions),http://vocab.getty.edu/aat/300312285,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70720,COLLIERY,collieries,http://vocab.getty.edu/aat/300266759,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70311,COLUMN,columns (architectural elements),http://vocab.getty.edu/aat/300001571,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68757,COMMEMORATIVE,memorials (structures),http://vocab.getty.edu/aat/300006956,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68765,COMMEMORATIVE MONUMENT,memorials (structures),http://vocab.getty.edu/aat/300006956,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68777,COMMERCIAL,commercial complexes,http://vocab.getty.edu/aat/300132652,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68615,Common,common land (cultural landscape),http://vocab.getty.edu/aat/300008666,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/71344,COMMUNICATIONS,communications structures,http://vocab.getty.edu/aat/300122187,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91593,COMMUNITY GARDEN,community gardens,http://vocab.getty.edu/aat/300008144,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91618,COOKING PIT,burnt mounds,http://vocab.getty.edu/aat/300375754,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69271,Copper Smelting Works,smelters (metalworking plants),http://vocab.getty.edu/aat/300103997,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69219,COPPER WORKING SITE,smelters (metalworking plants),http://vocab.getty.edu/aat/300103997,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70741,COPPICE,woods (plant communities),http://vocab.getty.edu/aat/300132451,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70741,Copse,woods (plant communities),http://vocab.getty.edu/aat/300132451,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68580,Corn Drier,corn dryers,http://vocab.getty.edu/aat/300209521,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68579,CORN DRYING KILN,corn dryers,http://vocab.getty.edu/aat/300209521,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68580,CORN DRYING OVEN,ovens (baking equipment),http://vocab.getty.edu/aat/300003650,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/71509,COUNCIL HOUSE,public housing,http://vocab.getty.edu/aat/300000323,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70430,COURTYARD,courtyards,http://vocab.getty.edu/aat/300004095,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/78149,COVE,megalithic monuments,http://vocab.getty.edu/aat/300006983,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91656,COW HOUSE,cow houses,http://vocab.getty.edu/aat/300265627,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91658,CRAFT INDUSTRY SITE,industrial sites,http://vocab.getty.edu/aat/300000816,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70028,CREMATION,cremations,http://vocab.getty.edu/aat/300266356,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/142070,CREMATION BURIAL,cremations,http://vocab.getty.edu/aat/300266356,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70056,CREMATION CEMETERY,crematoria,http://vocab.getty.edu/aat/300005871,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70040,CREMATION PIT,cremations,http://vocab.getty.edu/aat/300266356,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68617,CROFT,small holdings,http://vocab.getty.edu/aat/300000211,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70412,Crop Mark,crop marks,http://vocab.getty.edu/aat/300248611,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91673,CROSS PASSAGE HOUSE,houses,http://vocab.getty.edu/aat/300005433,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70082,CROSS SLAB,grave crosses,http://vocab.getty.edu/aat/300391173,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70033,CROUCHED INHUMATION,burials,http://vocab.getty.edu/aat/300263485,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91680,CRUCK HOUSE,crucks,http://vocab.getty.edu/aat/300001846,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70079,CRYPT,crypts,http://vocab.getty.edu/aat/300004618,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68618,CULTIVATION MARKS,cropland,http://vocab.getty.edu/aat/300132443,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70439,CULVERT,culverts,http://vocab.getty.edu/aat/300006116,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69995,CUP AND RING MARKED STONE,rock carvings,http://vocab.getty.edu/aat/300080131,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69996,CUP MARKED STONE,rock carvings,http://vocab.getty.edu/aat/300080131,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/69997,CURSUS,megalithic monuments,http://vocab.getty.edu/aat/300006983,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/71391,CURTAIN WALL,curtain walls (fortification elements),http://vocab.getty.edu/aat/300002504,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70355,CURVILINEAR ENCLOSURE,agricultural settlements,http://vocab.getty.edu/aat/300008420,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68557,DAIRY,dairies (non- mechanized),http://vocab.getty.edu/aat/300083012,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70440,DAM,dams (hydraulic structures),http://vocab.getty.edu/aat/300006084,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68589,DEER PARK,parks (grounds),http://vocab.getty.edu/aat/300254248,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68808,DEFENCE,defense installations,http://vocab.getty.edu/aat/300386994,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/97280,DESERTED SETTLEMENT,deserted settlements,http://vocab.getty.edu/aat/300167671,close match,closeMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70351,DITCH,ditches,http://vocab.getty.edu/aat/300006178,exact match,exactMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/70361,DITCHED ENCLOSURE,agricultural settlements,http://vocab.getty.edu/aat/300008420,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/91736,DOCK AND HARBOUR INSTALLATION,docks,http://vocab.getty.edu/aat/300120801,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/eh_tmt2/concepts/68921,DOMESTIC,residential structures,http://vocab.getty.edu/aat/300257729,broad match,broadMatch
5. ADS Monuments,http://purl.org/heritagedata/schemes/10/concepts/68921,DOMESTIC,residential structures,http://vocab.getty.edu/aat/300257729,broad match,broadMatch
