section,source_uri,source_label,target_label,target_uri,match,skos_predicate
6. DAI Topographic Objects,http://thesauri.dainst.org/_6b605836,cannabae,vici,http://vocab.getty.edu/aat/300000754,broad match,broadMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_2892ea94,Distrikt,districts,http://vocab.getty.edu/aat/300000705,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_16fb930d,Dorf,villages,http://vocab.getty.edu/aat/300008372,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_9779f311,Damm,levees,http://vocab.getty.edu/aat/300006156,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_9f8dae16,Garten/Hain,grove,http://vocab.getty.edu/aat/300008884,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_238f5774,Grenze/Linie,borders (boundaries),http://vocab.getty.edu/aat/300387343,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_2763,Hafen,harbors,http://vocab.getty.edu/aat/300008678,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_2765,Heiligtum,sanctuaries (religious building spaces),http://vocab.getty.edu/aat/300004575,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_b09b4ff3,Hof/Geöft,granges (farms),http://vocab.getty.edu/aat/300045490,close match,closeMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_d6486501,Insula,insulae,http://vocab.getty.edu/aat/300000325,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_7f2e8caa,Kanal,canals (waterways),http://vocab.getty.edu/aat/300006075,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_97918e93,Karawanserei,caravanserais,http://vocab.getty.edu/aat/300007148,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_be166ea8,Kloster,monasteries (built complexes),http://vocab.getty.edu/aat/300000641,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_b0039022,Militärlager,military camps,http://vocab.getty.edu/aat/300000476,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_7daaeda6,Moscheekomplex,mosques (buildings),http://vocab.getty.edu/aat/300007544,close match,closeMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_2ea5294b,Nekropole,necropolises,http://vocab.getty.edu/aat/300000372,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_2778,Palast,palaces,http://vocab.getty.edu/aat/300005734,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_2d40b40a,Park,parks,http://vocab.getty.edu/aat/300254248,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_771507bc,Platz,plazas (squares),http://vocab.getty.edu/aat/300008214,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_6557b6ca,Provinz,provinces,http://vocab.getty.edu/aat/300000774,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_c2502528,Region,regions (administrative divisions),http://vocab.getty.edu/aat/300236112,close match,closeMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_202750bd,Siedlung,<settlements by condition>,http://vocab.getty.edu/aat/300008488,close match,closeMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_427d7bf1,Stadt,cities,http://vocab.getty.edu/aat/300008389,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_d56a209b,Stadtviertel,quarters (districts),http://vocab.getty.edu/aat/300000762,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_25141e84,Steinbruch/Bergwerk,quarries (extracting complexes),http://vocab.getty.edu/aat/300000402,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_677268f5,Straße,streets,http://vocab.getty.edu/aat/300008247,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_4fec39d1,Terrasse,terraces (landscaped- site elements),http://vocab.getty.edu/aat/300004182,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_5a3fbdb3,Tunnel,tunnels,http://vocab.getty.edu/aat/300007899,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_c32d5a5b,vicus,vici,http://vocab.getty.edu/aat/300000754,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_0e298ef9,Viereckschanze,ditches,http://vocab.getty.edu/aat/300006178,broad match,broadMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_457fac51,Villa/Landgut,manors (agricultural complexes),http://vocab.getty.edu/aat/300000238,exact match,exactMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_6d70d873,natürlich,natural,http://vocab.getty.edu/aat/300219527,close match,closeMatch
6. DAI Topographic Objects,http://thesauri.dainst.org/_892d500f,anthropogen,man-made,http://vocab.getty.edu/aat/300224592,skos:closeMatch,closeMatch
